MoPHCode	GTIN
6026	5283026901062
6027	5283026901642
6028	5283026901123
6029	5283026901383
6030	5283009054747
6031	5283009054778
6047	6251107276018
6048	7613326003933
6054	6285094000288
6055	7640133680859
6056	7640133680866
6057	7640133680873
6058	7640133680880
6059	6251107331014
6060	13583313242175
6064	366582506485
6065	366582506669
6066	366582506492
6073	8025153000433
6088	5283026900065
6089	5283026900072
6092	771313220521
6093	771313220538
6094	771313220545
6096	3400936891371
6097	890111723431
6099	10677683502793
6100	15285003470490
6101	15285003470506
6109	7613326004961
6110	7613326004978
6113	3400933359881
6118	4260161040253
6119	4260161040260
6120	890111723423
6122	6285147005598
6130	6281086012215
6131	6281086012222
6132	6281086012239
6133	3594452601115
6138	8435373701582
6143	6251107401014
6144	6251107220028
6149	6285094000097
6150	6285094000103
6151	6285094000110
6152	6285094000127
6157	890111706760
6158	891117088280
6161	3573994001065
6162	3573994000938
6163	300020105557
6164	7795345000299
6169	3614250000078
6180	NULL
6181	7321839721656
6182	NULL
6187	5016007203400
6188	7795347936374
6192	NULL
6193	3400936952218
6197	8433042021405
6204	6285147003464
6206	9003533000609
6207	7612797299272
6211	7795355998371
6212	6221076020301
6213	3582910075448
6215	8901117382807
6216	NULL
6217	890111702135
6218	NULL
6219	5281019902591
6220	6251600001124
6222	15285003470957
6223	15285003470964
6224	15285003470971
6225	15285003470988
6231	7640128547518
6232	7640128547501
6233	8425342000037
6236	5200251680999
6237	5281019902683
6238	5000456028783
6239	7640114721939
6240	6251600000288
6241	6251106240126
6242	6251106240119
6243	6251106401947
6248	3400939980225
6251	6291107438443
6252	3400937522496
6253	8595029602110
6254	7680597640013
6255	5283009055218
6256	NULL
6257	NULL
6258	6251599000924
6260	5702191015737
6262	5391189240345
6264	15285003470353
6265	15285003470346
6267	6251107424037
6269	7791909122216
6270	8056446340493
6271	5283009055225
6272	5283009055249
6283	6251065034620
6284	6285074002257
6285	5283026900799
6286	5283026900782
6288	6291107930718
6293	6251107416018
6294	300020121557
6295	300020120550
6299	313533004187
6301	5281019902751
6302	5281019902737
6303	5281019902744
6305	6291107933245
6306	7612797406526
6307	6251154022019
6308	6251154207010
6309	6251154184014
6310	6251154068017
6311	6251154201018
6312	6251154202015
6318	NULL
6319	4030855482382
6320	5290665000681
6322	6251065020234
6323	6251065020241
6324	10677683065960
6325	NULL
6327	10677683065977
6335	4054839458873
6336	6291100780105
6337	18901067010300
6338	5400835013803
6339	5400835013810
6340	771313171380
6342	5283009054846
6343	5283009054853
6344	15285003470711
6345	15285003470728
6347	3582910076018
6351	6285101000393
6352	NULL
6353	NULL
6354	6285147002108
6355	6285147002085
6356	6285147002122
6358	6251599000894
6359	5283009052484
6367	3592619216165
6368	6291107933382
6370	6291107933375
6372	6291107933368
6374	5285006161183
6380	18907730010820
6383	5283009050725
6384	5283009050718
6385	5283026901406
6387	5283026901550
6388	5283026900355
6389	6251599000436
6394	3574661441054
6395	3574661441061
6396	3574661441078
6400	8433042021375
6401	4028305001450
6402	3400936359864
6404	5203622112792
6405	5203622112488
6406	5203622111597
6407	5290665005655
6409	5290665001190
6410	5290665003415
6411	5015997807711
6412	5015997105305
6413	5015997807612
6420	3582910075455
6421	3664798024722
6422	6291100781515
6425	28907730011121
6434	6291107431079
6437	6251599000801
6439	NULL
6441	3400932576562
6442	5283009000300
6443	NULL
6445	18901117087467
6446	890111700355
6451	NULL
6453	3400933270551
6457	6285101000683
6459	6953462900118
6460	5415062311943
6461	4048846004857
6462	4048846004840
6463	6251065027578
6464	6251065027585
6466	7640107471018
6467	7640107471001
6468	4054839458866
6469	5283009050763
6470	4054839458880
6471	5290665005648
6473	15285003471336
6474	8436035565849
6475	NULL
6477	6251599000856
6478	6251599000986
6480	5606251002302
6481	5606251002296
6484	5407005590058
6486	5413868115222
6487	5413868115208
6488	5413868115239
6489	5413868115215
6494	4250104736015
6497	5413868113334
6505	NULL
6512	5600360011910
6513	5283009050787
6516	7321839720185
6517	7321839721557
6523	4048846009364
6526	NULL
6527	NULL
6528	NULL
6529	NULL
6530	NULL
6531	5283009050756
6533	4030539057448
6536	4030539024198
6538	5606251002326
6539	6285117019570
6542	7680594630024
6544	4260108281527
6549	7730900994095
6557	5283026901246
6561	3663555002935
6562	7629999055083
6568	5413868110968
6569	6285147002801
6570	6285147002795
6571	4260108281510
6574	NULL
6575	NULL
6576	5400835013773
6577	5400835013780
6578	5400835013971
6583	7640128546801
6584	3664798008876
6599	NULL
6602	NULL
6603	NULL
6604	NULL
6605	NULL
6606	NULL
6607	NULL
6608	NULL
6620	6251065022283
6621	6251065018811
6622	6251065018828
6623	6285101004438
6624	6251065016633
6625	6251065016640
6626	6251065016671
6631	85412626406
6632	85412626413
6634	NULL
6635	771313137942
6636	NULL
6645	5283009050701
6650	NULL
6651	NULL
6652	NULL
6653	5283009050848
6654	5283009050831
6655	5283009050961
6656	5283009050954
6657	5600360210436
6658	5600360210429
6664	6285074002264
6668	6251599000412
6669	6251599000405
6674	8050513470090
6675	NULL
6676	NULL
6681	5290665005716
6682	5290665005709
6687	6251107125019
6689	6251107405012
6691	8435373701599
6694	3662042006555
6695	NULL
6696	5283026900331
6697	5283026900331
6702	6291100085958
6704	6291100085941
6705	6291100085934
6706	NULL
6707	NULL
6708	NULL
6709	NULL
6712	5285006161039
6713	5285006160490
6714	5285006160155
6715	5285006161893
6719	6251160020405
6721	NULL
6722	NULL
6723	8055271669748
6724	6223003570354
6726	NULL
6727	15285003471343
6728	15285003471350
6729	15285003471367
6730	6251160060401
6738	NULL
6739	NULL
6740	NULL
6746	6251154206037
6752	6251151001208
6753	6251151000959
6754	6251151000140
6755	4048846011121
6757	5712249104047
6762	6285147002429
6763	6285147004621
6764	5400835013780
6765	5400835013971
6766	5400835013773
6767	7640128549420
6768	5400835013322
6769	5413787020225
6772	6285074002721
6773	6285074002677
6775	6285074002691
6776	NULL
6779	5283009051197
6781	5280250000257
6782	5280250000080
6784	5280250000202
6785	5280250000042
6786	5280250000219
6787	5280250000226
6791	6291107933320
6797	5413868111736
6798	5413868111767
6799	5413868111750
6800	5413868111743
6802	NULL
6803	NULL
6804	NULL
6812	5280250000592
6814	8022086001797
6817	5281019902843
6818	5281019902836
6822	6251154210010
6823	6251154209014
6824	6251154238014
6825	6221076161189
6830	NULL
6831	NULL
6832	NULL
6833	NULL
6834	5283026900935
6835	5283026901499
6836	8433042021368
6837	6281086012321
6838	6281086012338
6839	6281086012345
6840	6281086012352
6844	5415062007945
6845	15285003471374
6846	15285003471381
6847	15285003471398
6848	15285003471404
6850	NULL
6853	6251106401619
6854	6251599000979
6855	6251599000849
6858	10677683065991
6860	6251065016657
6861	6251065016664
6862	NULL
6863	7321839783043
6865	6285117019631
6867	6223003579630
6868	6221508200912
6869	6221508220316
6872	5702191009699
6879	5281019902713
6880	5281019902720
6881	5281019902881
6883	6251065034071
6884	5283026900416
6885	5283026900423
6886	5283026900058
6887	5283026900737
6890	7640128543398
6891	5280250000493
6892	5280250001698
6893	5280250001629
6894	5280250000035
6895	6251599000467
6903	5283009051241
6904	NULL
6905	NULL
6906	5015997106258
6907	5015997106241
6909	5060263710028
6912	5290931028319
6914	7640128549567
6915	7640128549543
6917	6223002454075
6919	5283009055263
6922	6281086012079
6926	6251600000561
6927	3614250000337
6930	7612797267684
6934	5280250000806
6935	5280250000813
6938	5280250001742
6939	6192405003077
6940	5280250000943
6941	5280250000967
6942	5280250000950
6943	15285003471909
6947	5013457016239
6951	7613326003711
6953	7612797402764
6954	3400933965303
6955	3400934748271
6958	85412643403
6962	6091403205639
6963	6285147000203
6965	366582502456
6966	366582502449
6968	3400939501109
6976	890111723476
6978	18901067038175
6979	18901067032814
6980	7680597650012
6986	6251106210167
6988	6285101004421
6991	6251106401978
6992	6251106401961
6993	5016007203554
6995	6251065015803
6997	NULL
6999	6251065010822
7000	18907730010981
7001	6251065045411
7003	5420024613454
7004	4008500024201
7010	5206901002661
7011	5206901002678
7012	5283009054679
7021	6291100087198
7023	6291100087082
7025	6291100087105
7026	8435232341805
7027	8435232336597
7032	6291107933573
7037	6192012011168
7038	6192012011151
7041	6285101001222
7045	NULL
7046	NULL
7047	NULL
7049	NULL
7050	5203622113485
7051	5203622113492
7057	3662042006395
7060	8435232336788
7061	8435232341836
7063	6285147004706
7064	6285147004669
7065	6285147004683
7068	7629999056701
7069	6223003570439
7073	3400957619107
7074	3400957619046
7075	3400957618964
7076	3400957618735
7077	8051739230017
7078	5713219025867
7080	NULL
7081	NULL
7082	52018240009304
7087	7730900994118
7088	7730900994132
7091	NULL
7092	NULL
7093	NULL
7101	8024861000445
7115	5283009054822
7116	5283009054839
7117	NULL
7118	NULL
7119	NULL
7120	5283009051364
7121	15285003471473
7122	50085412559280
7125	NULL
7126	NULL
7127	NULL
7129	NULL
7130	NULL
7131	NULL
7132	NULL
7136	5415062361290
7137	5415062307595
7147	3582186004234
7148	3582186004241
7149	3582186004258
7150	646520485516
7152	6285128010764
7153	6285128010887
7155	6285128003155
7156	6285128010689
7158	5285006160728
7159	5285006160261
7160	4032717996266
7163	10057606018646
7167	5290665000469
7168	5290665003422
7169	5290665005389
7170	5290665005396
7171	5290665006454
7172	5290665006447
7173	5290665005914
7174	5290665006881
7176	6251599001174
7177	6251599000085
7178	7640128543572
7179	7640128543565
7180	6091403219414
7183	7640128543466
7184	5283026900546
7188	7613326016421
7190	5712249104320
7193	6285117019587
7194	5280250000929
7195	6251599001051
7196	6251599001044
7197	NULL
7198	NULL
7204	6285094000059
7205	6285094000042
7211	NULL
7212	NULL
7214	18024672000013
7216	6192405002742
7220	5280250000882
7221	5280250000790
7222	5280250000844
7223	5283009000607
7224	5283009000652
7225	5283009000614
7226	5281019902898
7227	5281019902904
7228	15285003471749
7232	6251144101212
7233	6251144101601
7234	6251144500732
7235	6251144001048
7237	8715131010324
7238	8715131013936
7239	5712249104344
7242	6291100782789
7243	5606251002982
7244	5606251002319
7246	6251599001167
7249	NULL
7250	6192405002759
7251	5060147028140
7252	5060147028157
7253	6251144020865
7254	NULL
7255	NULL
7256	NULL
7257	8436024610413
7258	5415062341315
7261	6223002454242
7262	622300453788
7265	3582910091127
7266	5030045000104
7267	5030045000258
7268	6251065034095
7269	6251065043981
7270	6251065045404
7273	3400937831260
7274	3400937831031
7276	4037353332225
7280	8901038731114
7281	8901038731213
7282	6251160020740
7283	80552716600426
7284	3499320002974
7285	5600360210443
7286	8022086001056
7287	8022086001049
7289	8428255925503
7290	8056446340479
7291	4013054002599
7292	4013054002612
7294	5280250000745
7296	5280250000738
7303	6291107931517
7304	8435232339727
7305	7795345010069
7306	5283009051487
7307	5283009055065
7308	5283009000409
7309	5283009054686
7310	NULL
7311	6285147002252
7314	6285147002337
7315	8436024612578
7316	771313221962
7317	771313199513
7318	6285117019624
7319	6223003570460
7320	6221508220422
7321	6221508240116
7322	6221508210218
7323	5413868111200
7327	6091403202621
7328	8002660028488
7330	5285006161046
7331	5285006161053
7332	5285006160285
7333	5283009051647
7338	5283009051654
7339	5283009051685
7340	5283009051739
7341	5283009051692
7342	5283009051678
7343	5283009051661
7344	5283009051722
7345	5283009050237
7346	5283009055140
7347	5283009054716
7348	NULL
7349	5283009051494
7350	5283009055256
7358	5283009060083
7359	5283009055201
7360	5283009050190
7361	5283009050176
7362	5283009000621
7363	5283009000560
7365	5200251681088
7366	5200251681071
7367	5203622114321
7368	5203622114338
7369	5203622114345
7371	3838989615055
7372	4260108282197
7373	8715131012298
7374	8715131012311
7375	8715131012380
7376	8715131012304
7377	8715131012359
7378	8715131012342
7379	8715131012373
7381	8715131012366
7383	8715131012335
7384	5283026901307
7385	9332986001223
7386	NULL
7387	NULL
7388	NULL
7389	NULL
7390	NULL
7393	6295120018293
7394	6251065037843
7395	6251065037850
7396	6251065035306
7397	6251065035313
7401	4260016652167
7404	5065000521028
7406	8023824000560
7408	5400835013735
7409	5400835013612
7410	5400835013742
7411	5400835014039
7412	5400835013797
7413	5400835013834
7414	5400835013827
7415	6291107430935
7417	6251107330017
7419	7680630120014
7420	6285074002097
7421	625720616777
7422	625720616364
7423	625720615688
7427	13583313357237
7430	8715131007348
7431	NULL
7432	8715131007355
7434	3664798010602
7436	8425342000020
7437	3400921763645
7440	3400941509377
7444	4011548018972
7445	89011708827
7452	4011548018996
7455	8022086001087
7464	6251065023723
7469	5413787998319
7470	5413787998326
7471	5413787015221
7472	5413787014224
7483	8901038730919
7484	8901038730926
7485	5285006161329
7486	6251653090007
7487	NULL
7488	NULL
7490	5283009051128
7491	5283009051968
7492	625720616333
7493	625720615527
7494	6291100781294
7495	6251065040164
7496	771313198226
7497	771313198233
7498	771313198240
7500	NULL
7502	7795336290906
7506	6091403200832
7507	6091403204069
7508	6091403203918
7509	366582505679
7510	5407005590041
7511	5407005590461
7512	6281086012673
7513	6281086012680
7514	10057606027808
7515	10057606027778
7516	10057606027785
7517	10057606027761
7518	10057606027792
7521	8715131020750
7525	6251599000078
7526	6251599000948
7527	8032668871823
7530	6251151001697
7531	6251151001611
7532	NULL
7533	7612797486047
7534	7612797318591
7536	6251148220100
7539	6291100087167
7543	6251106160455
7544	3400933672676
7547	5400835013599
7551	4011548018903
7552	6291107435657
7554	4011548018959
7555	5600837240003
7558	3400933927622
7559	5283026901321
7560	5283026900317
7562	6251106210235
7569	3838989627669
7570	3838989602673
7571	3838989602499
7573	7321839722103
7576	771313215053
7585	3582910080015
7586	3582910064978
7587	8718692510968
7589	5283009052507
7591	7640153080783
7594	7640153080677
7595	7640153080608
7596	625720050069
7597	7640153080493
7598	NULL
7600	5281019903109
7601	NULL
7602	5281019903123
7603	6251107378255
7604	6251107378231
7605	3400949721542
7606	3400949721832
7609	5283009052521
7611	8906045945950
7612	8906045945967
7613	8906045945974
7614	5280250000158
7615	5280250000608
7617	5280250001711
7618	5280250000912
7622	8430445317487
7624	7798050061593
7626	3400935730961
7629	7613326003759
7630	4019338602967
7631	7613326004015
7632	7613326004008
7635	4008500024294
7637	NULL
7638	3582910064985
7639	6251065036211
7640	6251065036228
7641	6251065036235
7642	6251065036242
7644	6192405001233
7645	6192405000014
7646	3582186001080
7647	15285003471824
7648	15285003471831
7650	NULL
7651	3574661089751
7653	3663502002995
7654	3663502002988
7655	7612797481615
7658	5415062008454
7659	7791909321800
7660	5283026900225
7661	5283026900232
7662	8050513470083
7663	NULL
7664	7640153080653
7665	7640153080691
7666	7640153087874
7668	6251159025220
7669	6251065002575
7670	6251065038017
7674	6251107378217
7675	6251107378248
7676	6251107378224
7677	6251107425331
7678	5206901002708
7680	5283026901031
7681	5283026900447
7687	8906045945943
7688	5200251680982
7689	9008732006070
7691	NULL
7694	3400934625923
7697	NULL
7698	6251599001648
7703	6221508121118
7706	6221508016414
7707	5413787010226
7708	5413787103720
7709	4008500024317
7710	8435232336467
7711	8435232336399
7712	8435232336443
7713	5280250000691
7715	NULL
7716	NULL
7717	NULL
7724	5281019903222
7726	4011548018941
7727	3400937283571
7728	3400949751938
7729	4008500024386
7730	8022086001780
7731	8022086001766
7732	5281019903239
7733	8718692510760
7734	NULL
7735	8052742100588
7738	6221508511711
7742	6285095004643
7743	6285095004681
7744	5407005590768
7745	5600360012245
7746	3838989602666
7748	NULL
7750	5280250000233
7753	7613326031707
7754	7613326031691
7755	6251107424518
7760	5407005590454
7761	6251600000400
7762	5400835014060
7763	5400835013766
7764	5400835014046
7765	5400835014053
7766	5400835013759
7767	NULL
7768	NULL
7769	NULL
7770	NULL
7771	NULL
7772	NULL
7773	NULL
7774	NULL
7775	NULL
7776	NULL
7777	5283026901451
7779	NULL
7781	8436043013066
7787	20801500110800
7790	5283009050923
7791	5283009050930
7792	3400938339994
7793	5280250000004
7798	NULL
7806	6285095005374
7809	8052742100571
7817	3400936986046
7818	NULL
7819	NULL
7820	8430433000759
7824	6251065038314
7825	5060077235885
7826	5283026901192
7827	5283026901185
7835	NULL
7836	8435232336429
7837	8435232336672
7838	8435232340259
7840	NULL
7844	NULL
7846	4032717995818
7847	6291107931524
7849	3582910069164
7850	5203622113898
7851	5203622113973
7852	5285006161305
7855	6285147003808
7856	6285147003785
7857	6285147002696
7858	6285147002689
7861	6285147000128
7862	6285147000135
7864	6285147000029
7865	4037353333321
7867	4037353433335
7868	6192405000458
7869	4008500024379
7870	6285074002660
7871	366582505839
7875	NULL
7877	4019338602196
7878	5702150149930
7879	3400936326866
7882	5425003040016
7884	771313204057
7889	5283009054860
7890	5283009054792
7891	5283009054808
7892	5283009060632
7893	5283009054884
7894	5283009054891
7895	5283009054907
7896	5283009054914
7897	8437007279047
7898	8435232336573
7907	NULL
7908	6291107438177
7909	6251600001360
7910	6251106610240
7911	3400934883385
7913	4011548026175
7918	4011548026113
7919	4011548026083
7920	4011548026076
7921	3582910091127
7922	5281019902911
7923	NULL
7926	5702589309103
7928	6281086012765
7929	6281086012758
7930	5280250000684
7932	5600837240379
7933	5600837240119
7934	8436575500065
7935	8436575500041
7936	8436575500058
7938	300032327114
7940	4104480708046
7941	5012854047167
7942	5012854047204
7943	5012854047181
7947	6223003570286
7949	4011548026144
7950	4011548026151
7951	4011548026137
7952	8435232336634
7956	5283009052910
7957	5283009052927
7959	5600837240591
7960	8718692510470
7961	5712249104337
7965	8715131011871
7966	8715131011376
7967	5702589309134
7968	5702589309141
7969	8436024612608
7970	8053677611415
7972	5283009052668
7973	5011111813422
7974	5280250000875
7976	20366794001703
7978	7640168160111
7980	5712249103859
7982	6285147003792
7984	NULL
7985	6192405002773
7986	6192405002766
7987	4019338603117
7989	7612797511107
7990	4086000034821
7991	366582505907
7992	366582505891
7993	366582504825
7996	5702150149657
7997	5702150149626
7998	5702150149664
7999	7612797298688
8000	7612797298695
8001	7612797298701
8010	5283026901376
8011	4011548026090
8013	4011548026120
8014	NULL
8015	6251065039359
8016	6251065042939
8017	5283026901178
8018	366582504771
8024	6251600002220
8025	6251600002251
8026	6251600002268
8030	5702191010916
8031	3582186001615
8032	6251599004212
8033	6251599004205
8034	6251599001570
8035	6251599001587
8036	6251599001808
8048	7612291096261
8049	8435232341751
8050	8435232341799
8052	8433042021382
8053	NULL
8059	52018958007500
8060	5291171002213
8063	4037353016392
8064	4037353016408
8065	4037353016415
8066	4037353016897
8067	5283009053191
8068	NULL
8069	NULL
8070	8436531246440
8075	NULL
8076	NULL
8081	5285006161022
8082	5285006160803
8083	300020086559
8084	300020087556
8085	5712249104245
8087	5712249103781
8088	5712249104191
8089	5712249104214
8090	NULL
8092	4030539161701
8093	NULL
8094	7790375003555
8095	7790375003548
8096	5200251681019
8098	4008500024263
8099	4008500074855
8100	6192405000731
8101	6192405002438
8102	6192405002421
8103	5400835013506
8104	5400835013513
8105	5400835013414
8106	5425003041129
8107	7640168160357
8111	NULL
8112	NULL
8113	NULL
8118	5283009052934
8119	5283009052941
8120	8436024612547
8121	8436024612561
8125	3838989633431
8130	5391189310741
8131	5391189320689
8132	5391189330725
8133	5391189340724
8138	9008732000122
8141	5283026900027
8142	5290931028142
8143	5290931028135
8144	4104480780042
8145	8052742100595
8155	366582507161
8156	366582506560
8157	7640107470165
8158	7640107471681
8159	3400937157452
8165	8433042021504
8169	4008500024447
8175	5283009053214
8176	9120039163062
8177	5200251681002
8181	366582505969
8183	18902319025783
8191	5702191009576
8192	5702191009569
8193	5702191009552
8194	6251065015063
8195	6251065015056
8196	6251065016237
8201	7613326003926
8202	7613326003797
8203	4048846011251
8204	4048846011268
8210	5283009051951
8214	NULL
8222	5415062304280
8224	5285006160834
8225	NULL
8226	NULL
8227	6251106803437
8231	54250238503960
8239	366582506119
8241	5200251681378
8242	5200251681026
8243	5200251681033
8244	5200251681040
8245	5200251681057
8246	3400932716623
8249	6192405000380
8252	18907730005956
8253	5000456018364
8255	5283009052859
8256	5283009052866
8261	5283009052774
8262	5283009052781
8263	5283009052798
8264	5283009052804
8269	6285074002455
8270	6285074002493
8272	6285074002851
8273	6285074002479
8279	5290931028227
8281	3664798028607
8284	8022086001759
8285	5030045000142
8286	7640168161040
8287	8002660016874
8288	8002660029614
8290	3594456400882
8292	3582910077350
8299	5206901002609
8300	5206901002593
8304	NULL
8306	5283009054938
8307	5283009054815
8312	7795347988069
8313	7795347988076
8314	9120035550613
8315	6285117019549
8316	5702589309110
8317	5702589309127
8318	5702589309417
8319	4032717994903
8320	4032717996716
8321	4032717996747
8322	NULL
8323	5060337261890
8325	3400933248611
8326	3400933248840
8329	5281019903451
8331	319810902511
8332	319810902504
8333	NULL
8338	7613326015981
8339	4048846009760
8340	6251106803437
8341	5283009053009
8342	5283009060052
8343	5283009060069
8345	4250104712019
8346	4250104712002
8347	5036519002698
8348	5036519002711
8349	5036519002728
8350	5036519002735
8351	5036519002742
8352	5036519002759
8353	6285147000784
8354	6285147000791
8357	6285147000777
8362	6251151001000
8363	6251151001017
8366	8470006541302
8368	7640160350121
8372	3400957691073
8373	3400935731104
8374	3400936578418
8377	3838989632076
8379	NULL
8382	6251599001891
8383	6251599002171
8384	6251599001921
8385	6251599002201
8386	6251599001945
8387	6251599002225
8388	10677683067209
8389	10677683067216
8390	10677683067223
8394	6291107434452
8395	6291107434469
8396	6291107434476
8397	5283026900911
8398	8053677611972
8399	5208080000018
8402	NULL
8403	5415062007983
8404	6285074003438
8405	4008500024911
8406	4008500024492
8407	366582502883
8408	5290487000210
8409	4030539127912
8410	7612626900133
8411	5290931028104
8412	5290931028388
8413	3582910073031
8418	8437007279030
8419	5281019903253
8420	5281019903260
8421	20801500110466
8422	NULL
8423	3400932892839
8424	4030031894534
8425	5203622111153
8428	3400957562113
8433	6291107931258
8435	4048846010445
8436	4031571058264
8437	4031571058271
8438	3582910069874
8441	7612797484975
8443	8470006528471
8444	8428255264053
8445	8470006632826
8446	NULL
8447	7612797473016
8448	7612797473030
8449	7612797473047
8453	NULL
8454	NULL
8455	NULL
8456	6285101001611
8457	6285101001628
8458	6251065019498
8459	7612626900225
8461	5283026900478
8462	5283026901291
8463	6251599002010
8464	6251599002027
8466	5283009052972
8467	5283009053054
8468	5283009053061
8469	5283009060090
8470	5283009060106
8471	5283009060113
8477	13583313110030
8478	4031571058240
8479	5055565728710
8480	3663555002935
8481	3400926803933
8482	3400926804305
8483	3400926805364
8484	5206901002685
8485	6291103731449
8486	6291103731432
8487	4037353016705
8488	4037353016712
8489	4048846009777
8491	7612797408087
8492	300020126552
8493	300020127559
8496	5712249104177
8497	5712249104153
8498	8715131009816
8499	8715131022105
8502	3400949250318
8503	NULL
8504	NULL
8506	39686014926
8507	6251107424860
8508	5400835014008
8509	6291107932316
8510	6291107932323
8512	5283009053146
8513	5283009053153
8514	5283009053160
8515	10677683069050
8516	10677683069043
8517	10677683069036
8518	7680598760031
8519	7680598760055
8520	5415062008614
8521	5415062008621
8522	5415062008607
8524	4048846011688
8525	4048846011671
8526	8435232336733
8528	3400930192252
8529	5060098730253
8530	NULL
8531	6251160020337
8532	NULL
8534	5012854029583
8535	5012854029576
8541	NULL
8542	8715131012045
8543	4048846012098
8544	6223004512834
8546	8436024612615
8547	8002660024381
8548	8002660024497
8551	7640168160180
8553	3838989638757
8556	3838989638177
8558	6285117019556
8559	6091403203215
8560	366582506904
8561	6291107932385
8562	6291107932392
8563	366582507055
8565	366582506584
8566	18907730011117
8570	8436561840083
8571	5000456011235
8572	5000456011181
8573	6666666686404
8575	5283026900485
8577	NULL
8578	NULL
8579	NULL
8580	5283009053238
8581	5283009053245
8582	5283009053252
8584	6251653630012
8587	6192405000540
8588	3400926838713
8589	5285006161176
8590	5285006161145
8593	5285006160933
8603	9332986001766
8608	20801500112019
8609	6251065019139
8610	6251065025703
8613	5283026900164
8616	NULL
8617	3400926669966
8618	NULL
8619	NULL
8620	NULL
8621	NULL
8628	10057606021301
8633	6291107432465
8634	6291107432441
8635	6291107432472
8640	NULL
8641	NULL
8644	6251599001549
8650	NULL
8651	NULL
8652	3499320010214
8653	6291107431062
8654	6291107435558
8655	6291107430089
8656	9332986002060
8658	5285006160957
8659	5285006160940
8660	5285006160971
8661	5280250000189
8662	5280250000172
8663	5280250000165
8669	4054839572043
8670	4054839572050
8671	5285006160964
8672	8032668870604
8673	NULL
8674	NULL
8675	3664798014143
8680	4048846013545
8681	4048846013538
8682	4048846013514
8683	4048846013521
8685	7791909318060
8686	366582506072
8687	366582506096
8688	366582506089
8689	7680594350014
8690	7680594350038
8691	8902412025126
8692	3760001041989
8695	5283009053337
8701	3582910060314
8704	3400949922574
8705	3400949924585
8706	5060098730468
8707	5290931028111
8708	5283026900287
8709	5283026900294
8710	5283026900874
8711	5283026900492
8712	6251600002336
8713	366582505068
8714	366582505051
8715	366582505075
8719	5036519001899
8720	5036519001882
8721	8433042021450
8722	8433042021436
8723	8433042021443
8724	3400935811677
8725	3400936788435
8726	8050513470120
8728	NULL
8729	NULL
8731	NULL
8732	NULL
8733	9003533000050
8734	5055565736296
8735	5055565736302
8737	366582506133
8738	5283009053597
8739	5283009060243
8741	5283009052965
8742	NULL
8743	6192405000021
8744	6192405000441
8745	6251065023624
8748	5283026900706
8751	4260016652204
8753	771313230445
8754	771313230452
8758	5283001010857
8759	3400930016527
8760	3400930016930
8761	9001505004396
8763	3400927580666
8764	3400921965919
8765	3400921966688
8766	3400921967289
8767	5283009053320
8768	5283009053306
8769	5283009053313
8773	5280250000097
8774	5280250000615
8775	8436024611762
8777	6281086012895
8779	NULL
8782	3400936240667
8783	5425025991433
8785	10057606025675
8786	7680597660042
8787	7680597660035
8788	5413868112634
8789	7612797333082
8790	7612797332269
8791	7612797339329
8792	7612797339275
8793	5415062008744
8794	5415062008003
8796	3400926881245
8797	3400926881184
8800	3400936263260
8804	8901038732869
8805	8901038730636
8806	8901038730629
8807	6285095004704
8809	3400941656958
8810	3400941656378
8811	3400941656729
8812	5415062330760
8814	4019338606767
8820	NULL
8822	3400930632192
8823	5415062008256
8824	5415062310458
8825	5415062307250
8826	3400930035221
8827	NULL
8828	NULL
8829	NULL
8830	3400922079004
8831	3400922080871
8832	6091403217779
8833	6291107431734
8834	8901038732883
8835	8901038732876
8836	5000456033206
8838	6251065037089
8839	6251065019931
8840	6251065019924
8841	6251065019917
8842	10677683003887
8843	10677683003870
8844	5283026900881
8847	4104480705465
8848	366582507437
8849	5415062004807
8850	5415062004814
8851	5415062004821
8852	5415062004838
8853	4048846013583
8854	5712249104115
8856	NULL
8857	NULL
8858	3400937850070
8859	3400955002710
8863	4260016652181
8864	4260016652174
8865	4260016652150
8868	6291100085378
8869	6285094000547
8870	5283026900041
8871	5290931028241
8873	10057606021929
8874	10057606021936
8876	6251065012925
8877	6251065019863
8878	6251065019900
8879	6251065019856
8880	6251065019849
8881	5060149312001
8882	3838989670313
8883	3838989670306
8886	3701008900053
8887	6297000720173
8888	3400930020647
8889	3400930020609
8890	5280250000653
8892	5415062336397
8893	5000158071674
8894	5413868112122
8895	5413868112139
8896	5413868112146
8897	5413868112153
8898	7640111933137
8899	5413868112764
8900	5413868113433
8901	7613326004039
8903	4054839572067
8904	4054839572074
8905	4054839572081
8906	NULL
8907	300020441556
8908	366582507567
8909	366582507574
8910	642621060478
8911	642621060485
8912	366582507512
8913	7640168160401
8914	7640168160333
8915	7640168160395
8918	NULL
8919	NULL
8920	678112801220
8921	8715131006983
8922	6192405001769
8923	8437010381188
8924	9332986002046
8925	6192405001875
8926	NULL
8927	6297000720159
8928	NULL
8929	NULL
8931	5702191014297
8932	5702191014341
8933	5702191014334
8942	5055565740279
8943	5055565740286
8944	300020088553
8947	366582505976
8948	300020007554
8949	3400926847418
8950	3400926848828
8951	3400926850258
8952	4104480704222
8958	6251065014202
8959	6251065030127
8960	5415062008188
8961	5415062306048
8962	6192405000748
8963	NULL
8964	NULL
8965	7640180262169
8973	8010161104013
8975	7640249150024
8976	7640249150017
