MoPHCode	GTIN
8978	7640249150048
8979	5055565735206
8980	6251065043691
8982	5283009053382
8983	NULL
8984	NULL
8985	5283009053375
8986	NULL
8987	5283009053443
8988	NULL
8989	5283009054198
8991	5285006161015
8992	5285006160988
8993	5000456011303
8994	5000456011327
8996	5702191014310
8998	771313190749
8999	771313190718
9000	7640133685519
9001	7640133685502
9002	5713219494366
9003	5713219494359
9004	NULL
9005	3400926659332
9006	3400926657901
9007	3400927626425
9008	3400921717631
9009	3400938750126
9010	3400927580956
9011	3400927974397
9012	3400927970207
9013	NULL
9014	NULL
9015	NULL
9017	5702191014464
9019	8436035562565
9022	838891030833
9023	3400941715372
9024	3400941715143
9025	3400930033371
9026	3400930033630
9031	3400958157646
9032	3400958157707
9036	5281019903758
9037	5281019903765
9038	5280250000240
9039	6251107425690
9040	6091403201945
9041	6091403201587
9042	6285447000125
9043	6221076013334
9045	838891030673
9046	NULL
9051	3664898060989
9052	3664898060972
9053	5055565740231
9054	5055565740248
9055	5055565718759
9056	5055565740262
9058	5038903000099
9059	5038903000105
9061	3499320007368
9063	15285003470360
9064	15285003470469
9065	15285003470452
9066	NULL
9067	3400930009772
9068	3400930010129
9069	3400930008966
9070	3400927440588
9071	3400927440878
9072	9003578000664
9073	NULL
9081	5055565740316
9083	3582910074014
9086	5280250000707
9087	5280250000714
9090	3400937635202
9095	8435232339413
9096	6285447000064
9097	NULL
9098	NULL
9099	NULL
9100	5206901002753
9101	5285006160995
9103	4037353017627
9104	4037353017610
9105	5206938079407
9106	4008500024423
9108	6285447000057
9110	3400941845345
9114	3400927710780
9115	3400927967184
9116	NULL
9117	NULL
9118	8470008817221
9120	9325728000011
9122	5281019903703
9123	5281019903642
9124	5281019903697
9125	5281019903857
9126	6251107425256
9127	NULL
9128	NULL
9129	NULL
9130	NULL
9132	NULL
9133	NULL
9134	NULL
9139	3400934828157
9141	3400930004562
9144	NULL
9146	NULL
9147	NULL
9148	3400922031507
9149	8435232339420
9150	5413868112641
9151	6223004514883
9152	8054083015309
9153	8054083015293
9154	7640114724213
9155	7640114724220
9156	7640114724237
9157	3400927939730
9160	8002660025364
9161	8002660025357
9162	5413868111071
9163	5413868111088
9164	5413868111095
9165	5712249106539
9167	NULL
9169	7612797359303
9170	7612797359297
9172	7038319114760
9173	7038319114777
9174	7038319114784
9175	8054083015286
9176	8054083015316
9179	843603556129
9180	843603556096
9181	NULL
9182	NULL
9183	4104480706073
9184	5283009053405
9185	5283009053399
9186	5283009053412
9189	NULL
9190	NULL
9191	7640128548461
9196	5281019903864
9198	NULL
9199	3838989665951
9200	3838989665975
9201	NULL
9202	5200251681101
9203	5200251681095
9204	NULL
9205	NULL
9206	8056515860617
9207	8056515860600
9214	3400958435072
9215	3400934088360
9216	NULL
9217	6291107438771
9218	6291107438757
9220	5283026900980
9221	5283026900829
9222	5283026900836
9223	5283026901574
9224	3838989648497
9227	8410840049305
9228	5200040228029
9230	NULL
9234	3400930112489
9235	3400926933265
9236	3400926933906
9237	3400926934446
9238	3400936240667
9239	3400936263260
9240	6251065030936
9241	6223004513794
9242	9120039163055
9243	6285447000071
9244	771313241625
9245	5281019903819
9246	5281019903871
9247	5281019903888
9248	5281019903895
9259	5283009053757
9260	5283009053870
9261	366582507345
9262	9332986002053
9263	84370110381409
9264	6251106802713
9269	NULL
9270	NULL
9271	3400949247127
9272	6192405002308
9275	NULL
9276	3665084000017
9277	8056515860587
9278	8056515860594
9279	5281019903475
9280	5281019903482
9281	5281019903949
9282	5281019903956
9283	5281019903963
9284	3400927649028
9285	3400927649547
9286	3400921871845
9287	3400921872965
9288	5285006161138
9289	5285006161312
9294	5290931028197
9295	5290931028180
9296	NULL
9297	NULL
9298	NULL
9299	7612291282589
9300	4037353017870
9302	NULL
9303	NULL
9313	6251065043653
9314	6251065043646
9315	NULL
9317	3400938734737
9318	8718692510982
9320	8906045945981
9321	NULL
9322	NULL
9323	NULL
9324	6221151004660
9325	5702150150103
9326	3400927626944
9327	5391507143365
9328	6221076511014
9329	NULL
9330	5283026900973
9331	5036519002360
9332	8435373701575
9333	6251065037119
9337	5000456007832
9339	5000456007870
9340	5283009053764
9341	5283009053733
9342	5283009054006
9344	NULL
9345	6297000720371
9346	NULL
9347	NULL
9348	NULL
9350	15285003472920
9351	6291107432755
9352	6291107432724
9353	NULL
9354	NULL
9356	7612291548678
9357	7612291548654
9358	4104480718038
9359	6091403217786
9360	NULL
9361	NULL
9362	3400927607905
9365	5413868113402
9367	5290931028371
9368	NULL
9369	8052742100601
9370	NULL
9371	NULL
9372	NULL
9373	NULL
9374	NULL
9375	NULL
9376	NULL
9377	NULL
9378	NULL
9379	NULL
9380	NULL
9382	8436024612585
9383	6291107933627
9384	6291107933603
9385	6291107933634
9386	5283009053962
9387	3400930045275
9389	NULL
9391	3582910090311
9394	5283009053993
9395	5415062335833
9396	5285006161343
9397	5206901002623
9399	6251065045954
9406	5413868111866
9407	300020205554
9408	300020206551
9410	3499320007047
9411	8902412025133
9412	890111738279
9414	3400930065518
9416	NULL
9419	5281019903277
9420	5415062305591
9422	6091403218950
9423	6091403218967
9426	6251891000073
9433	6251107425881
9436	6291100783014
9437	6223004515316
9438	3594455600245
9439	NULL
9441	3400934237355
9442	5283009054174
9444	5055565747599
9445	4104480806018
9446	8718692510975
9449	NULL
9450	5413787103768
9451	5413787022229
9452	5413787103782
9453	5413787024223
9454	6251107388018
9455	NULL
9456	5712249104382
9457	5712249104375
9458	NULL
9459	7613326024228
9460	6281086012932
9461	6281086012949
9462	3400935554192
9463	3400935554253
9464	3400935554314
9465	3400930071106
9466	3400930071199
9467	3400930071007
9468	3400930071243
9469	3400930073209
9472	3400927697104
9473	5283009053740
9474	NULL
9475	NULL
9477	5055565751916
9478	5285006161367
9479	5285006161381
9480	5285006160780
9481	5285006160865
9482	6192405002018
9483	NULL
9484	NULL
9485	5415062008232
9486	5290665008359
9487	5290665008366
9489	6091403218912
9491	5283026901680
9492	5283026900010
9494	5290931028289
9495	5283026901437
9496	8424342000047
9498	5413868113358
9499	10057606025217
9500	10057606025194
9501	3664798006537
9502	3664798006568
9504	6291100084579
9505	6291100087372
9506	5413760500874
9507	5413760500867
9508	5413760500850
9511	6251065047767
9513	5283009054099
9514	5283009054105
9515	5283009054242
9516	5283009054259
9519	5283009054143
9520	5283009054150
9522	NULL
9523	NULL
9526	6285111003575
9530	5283026900928
9531	5283026901659
9532	3400930077214
9534	8033219750352
9535	5281058130115
9537	NULL
9538	4054839569272
9539	4054839569289
9540	4054839569296
9541	3400922080062
9542	3400926708689
9544	622300214967
9545	6251599003055
9546	5056227202098
9547	5000456018807
9549	7613326013345
9550	5413868112283
9552	8052742100649
9553	NULL
9554	NULL
9555	NULL
9556	NULL
9557	NULL
9558	NULL
9559	NULL
9560	NULL
9561	NULL
9562	NULL
9563	NULL
9564	NULL
9565	NULL
9567	NULL
9571	5285006161879
9572	5285006161411
9573	5285006161602
9574	5285006161374
9575	5285006161350
9577	NULL
9578	NULL
9579	NULL
9580	NULL
9581	8002660030122
9582	NULL
9583	6251065043899
9584	NULL
9585	NULL
9586	NULL
9587	NULL
9588	NULL
9589	NULL
9590	NULL
9591	NULL
9593	5606251002753
9595	5034593021406
9597	8054083018287
9598	8054083018294
9599	5285006161909
9600	366582505877
9601	6285447000118
9602	NULL
9603	5415062331958
9604	NULL
9605	8052742100922
9606	8052742100632
9607	3400931533429
9608	8436024611830
9609	5283009054129
9610	5283009054136
9611	5283009054266
9612	5283009054273
9613	5283009054280
9614	5283009054297
9615	5283009054303
9616	8715131020286
9617	8715131020279
9618	8715131020385
9622	5285006161916
9623	5285006161817
9624	5281058231935
9625	5205411002963
9626	5413868116182
9629	3582186006139
9630	3582186006146
9631	3582186006153
9632	5290931028159
9633	5290931028166
9634	6251891001339
9638	7640153080561
9639	5415062313022
9640	5415062310397
9641	5415062310410
9644	NULL
9645	7640153088826
9646	NULL
9648	6251599002256
9649	6251599002263
9650	6251599002270
9651	6251599002287
9653	7038319116207
9654	7038319115385
9656	6251891000325
9657	4008500024904
9658	7612797507940
9659	7612797360309
9660	7612797507803
9661	7612797507902
9662	7612797504376
9663	NULL
9664	NULL
9666	NULL
9667	5407005591215
9668	5407005591239
9669	5280250000998
9671	5415062316382
9673	300020595556
9674	300020594559
9675	300020596553
9676	300020597550
9677	6285128007368
9678	3664898037042
9679	3664898037059
9685	20801500110787
9686	5283026901758
9687	5283026901611
9688	5415062343623
9690	NULL
9691	5290931028418
9692	8437010381225
9693	6192405001004
9694	6192405000403
9696	6251106802423
9697	6251106802447
9698	3400926980801
9699	NULL
9700	NULL
9703	6291107433202
9704	6291107438245
9705	6251159045051
9706	6251159052196
9707	6251159052219
9708	NULL
9709	NULL
9710	NULL
9711	NULL
9712	NULL
9713	NULL
9714	NULL
9715	NULL
9716	NULL
9717	NULL
9718	NULL
9723	7612797507872
9724	7612797507896
9725	7612797507834
9727	5415062008683
9728	5415062008676
9729	5285006161657
9730	3664798027716
9731	8715131007324
9732	6221076053613
9733	NULL
9734	3400930093290
9735	NULL
9738	NULL
9739	NULL
9742	8435232340518
9743	8435232340525
9744	8435232340532
9745	5283026901666
9746	6251107425478
9747	6251107425461
9748	6291107934365
9749	NULL
9755	5050650144062
9756	5050650144048
9757	5050650144055
9758	NULL
9759	NULL
9760	NULL
9761	6285447000088
9762	5283009054013
9763	5283009054020
9764	368611190023
9765	6291107934464
9766	6251065052921
9767	3400930067833
9768	3400930099230
9769	3400934152566
9771	NULL
9772	NULL
9773	NULL
9774	NULL
9775	NULL
9776	3400934159770
9777	6251891001315
9780	4030539193283
9781	6221508150118
9782	3400930121528
9783	5283009054464
9784	NULL
9785	NULL
9786	NULL
9787	NULL
9788	NULL
9789	NULL
9790	NULL
9791	NULL
9792	NULL
9793	NULL
9794	4260161043209
9795	4260161043193
9796	4260161043186
9797	3662042006562
9798	5600904003197
9799	5600904003203
9800	NULL
9801	6251653630005
9802	6251653220404
9803	NULL
9804	5702589309202
9805	6251065016237
9806	6251065015063
9807	6251065015056
9808	7640107470400
9809	3664798003376
9810	3400937627276
9817	366582508175
9818	NULL
9819	NULL
9820	5283009054112
9821	3400930096284
9822	3400926803124
9823	3400930125533
9826	NULL
9827	NULL
9829	NULL
9830	5280250001117
9831	300691195307
9832	5415062350317
9833	7612797529164
9836	6251891000233
9837	5415062334171
9839	6285094000776
9841	6285094000769
9842	6291107430966
9843	6091403218424
9845	5413787103232
9846	5413787103249
9847	5413787103256
9848	5413787220144
9849	NULL
9850	5400835013438
9851	NULL
9852	5056227202081
9853	NULL
9854	NULL
9855	8904182702313
9856	6091403218738
9857	7792183489590
9858	5600360211693
9859	6251065045534
9860	6251649000232
9861	6285064000096
9862	6285064000126
9863	6285064000065
9864	6285064000058
9865	6285064000089
9866	6285064000119
9867	6285064000041
9868	6285064000102
9869	6285064000072
9870	5413868110975
9871	5413868111859
9873	NULL
9874	NULL
9875	5413868111125
9876	5413868111002
9877	5413868110999
9879	NULL
9880	NULL
9881	NULL
9882	NULL
9883	NULL
9884	5285006161886
9885	5285006161664
9886	5285006161671
9889	5280250000264
9890	369516001032
9891	369516001025
9892	NULL
9893	NULL
9894	NULL
9895	NULL
9896	NULL
9897	NULL
9898	NULL
9899	3400930009772
9900	5391507144485
9901	20801500112835
9902	7613326023740
9903	7613326023733
9904	7613326023757
9905	7613326023764
9906	3585554171132
9907	5034593027200
9910	5415062344750
9911	5415062344736
9912	5415062344712
9913	5413868116373
9914	NULL
9915	NULL
9916	6251891000752
9917	3664798002249
9918	8032668871847
9919	5285006161404
9921	8059617890155
9922	300020688555
9923	366582502593
9924	366582507017
9927	5283026900683
9928	5283026901420
9929	6192405000304
9930	5391507143389
9931	5391507142092
9932	5391507143402
9933	5391507143372
9934	5391507143594
9935	5391507143396
9936	3838989721398
9938	8024790123451
9939	310702001091
9940	8436024612295
9941	6291107435497
9942	6291107430003
9943	6291107430041
9945	6291107430065
9946	6291107430812
9947	6291107430164
9948	6291107430195
9949	6192405005545
9950	6192405005552
9951	6192405005569
9952	6192405005576
9954	NULL
9955	NULL
9956	NULL
9957	NULL
9958	NULL
9959	NULL
9960	5285006161947
9961	4260161043230
9962	4260161043247
9963	4260161043223
9964	NULL
9965	NULL
9966	NULL
9967	NULL
9968	NULL
9970	5056227202531
9971	5056227202524
9972	NULL
9973	4897102130041
9974	5000158069008
9975	3400927396083
9976	3585554171668
9977	3585554171675
9978	3585554172351
9979	3585554166022
9980	3585554170654
9981	3585554171682
9982	5415062008294
9983	300081041108
9985	5391507143419
9987	5213008081062
9988	5213008081055
9989	3585554172344
9990	3585554172237
9991	3585554166190
9992	3585554172238
9993	7612797577707
9994	NULL
9997	NULL
9998	NULL
9999	NULL
10001	5038903001089
10002	5038903001072
10004	NULL
10005	NULL
10006	5603690002191
10007	NULL
10008	NULL
10009	8056860910012
10010	5281019904250
10011	NULL
10012	NULL
10013	6251649000317
10014	5600837241079
10015	6251148120028
10016	8032668871854
10018	3400930082812
10019	3400955037231
10020	3400930128336
10021	NULL
10022	NULL
10023	NULL
10024	3838989717476
10025	3838989717551
10026	6285074003346
10027	4897102130034
10029	6262286710040
10030	6262286710033
10031	6251065045466
10032	6251065045473
10033	5000456055369
10034	5000456055376
10035	300690231013
10036	NULL
10037	5600368490090
10038	NULL
10039	3400930085332
10040	NULL
10041	5712249109332
10042	5712249109325
10043	5712249109318
10044	8715131020798
10045	8715131020804
10046	NULL
10055	5281058930111
10056	5285006161831
10057	5391507143433
10061	6251151001062
10062	8055271669731
10063	8055271669717
10064	8055271669724
10065	8055271669700
10067	6291107433578
10068	6291107433646
10069	6291107433554
10070	3838989717568
10071	5415062341964
10073	8056860910005
10074	3400930085370
10075	5280250001131
10076	NULL
10077	NULL
10078	NULL
10079	NULL
10080	NULL
10081	NULL
10082	6251154206013
10083	6262268710132
10084	6260626475758
10085	6260626451615
10086	6260626477547
10087	6260626445645
10088	6260626444259
10089	NULL
10090	NULL
10091	5283026901703
10092	3400930090213
10094	3574661428666
10095	NULL
10096	NULL
10097	5285006161695
10098	3400930101094
10099	3400930101070
10100	3400930069325
10105	5600360211471
10106	4260584150225
10107	6291107438382
10108	NULL
10109	3400921738681
10110	3400941564895
10111	3400941567339
10112	3400941585777
10113	3400941600838
10114	6251065052792
10115	8025153006015
10116	8718692511415
10117	NULL
10118	NULL
10119	5600360211488
10120	6291107432335
10122	NULL
10123	NULL
10124	NULL
10125	NULL
10126	3585554170739
10127	3585554171941
10128	5280250001193
10129	NULL
10130	NULL
10131	NULL
10132	3400935794376
10133	3400930100585
10134	3400930100561
10135	3400930154861
10136	6251151001604
10138	5283026901741
10139	9088884203077
10140	9088884203060
10141	9088884203091
10142	9088884203107
10143	4019338607757
10144	5000456035361
10145	NULL
10146	5283009054631
10147	5283026901673
10148	NULL
10152	NULL
10153	5283026901734
10154	NULL
10155	NULL
10156	8436024613230
10157	5281019904311
10158	4019338607429
10159	6251891002480
10160	NULL
10161	NULL
10162	NULL
10163	NULL
10164	NULL
10165	NULL
10168	4019338607436
10174	87192449016427
10175	87192449016311
10176	3400927814150
10177	3400935794147
10178	NULL
10179	6291107438412
10180	6291107438399
10181	NULL
10182	NULL
10183	6262887500408
10184	6262887500392
10185	NULL
10186	NULL
10187	5415062343098
10188	5281019904656
10189	5415062343111
10190	NULL
10191	NULL
10192	NULL
10193	6260164689754
10194	5281019904281
10195	NULL
10196	NULL
10197	5285006161701
10198	5285006161640
10200	NULL
10201	NULL
10202	6291107432786
10203	NULL
10204	NULL
10205	NULL
10206	6260164604047
10207	NULL
10211	5415062351123
10212	5415062351116
10213	NULL
10214	NULL
10215	NULL
10216	5283009054549
10217	5283009054556
10218	5283009054662
10220	NULL
10221	52807601865181
10223	6251107425379
10225	NULL
10226	300084510014
10227	300698730303
10236	6260538400404
10238	3582910079217
10239	7612098002953
10240	7612098002960
10241	7612098002984
10242	7612098002977
10243	5415062305621
10244	5415062309599
10245	9088884456411
10246	9088884456398
10247	9088884456404
10248	NULL
10249	300690342016
10251	NULL
10252	NULL
10253	NULL
10255	3664798033700
10256	3582910091110
10259	NULL
10260	6260164680058
10261	NULL
10262	NULL
10263	NULL
10264	NULL
10265	NULL
10266	5415062346204
10268	NULL
10276	5000283660910
10277	8002660034632
10278	8002660035585
10279	8002660035592
10284	5712249108335
10285	5712249108342
10286	5712249108359
10287	300690315010
10289	5285006161961
10290	5285006161954
10292	5283009054945
10294	5280250001223
10295	5280250001230
10314	5281019904380
10315	5281019904366
10316	5281019904373
10319	5415062310144
10320	5011111813422
10321	5285006161749
10323	6260626474751
10324	6262286710071
10325	6262286710088
10326	6262286710064
10327	6262286710057
10328	6262887500040
10329	5285006161398
10330	5283009055126
10331	5283009055133
10335	5280250001278
10336	5285006161770
10337	5285006161787
10348	5283009060410
10349	5283009060533
10350	5283009060557
10351	5283009055010
10352	5283009053955
10353	5283009053948
10357	5283026901789
10359	5281019904847
10360	5281019904854
10361	5281019904830
10362	5281019904908
10375	5283009055072
10377	6262286710026
10394	5600360211136
10395	5600360211143
10410	6262286710019
10411	5283009055102
10412	5283009055119
10413	5283009055096
10415	5283009054068
10416	3400926847418
10417	3400926848828
10419	3400938999464
10420	3400927453656
10421	5285006161923
10422	5285006161800
10423	5281058340446
10424	5281058351930
10425	5281058320943
10427	3400927859274
10429	5280250001261
10441	5283009054594
10481	3400930152621
10482	3400930152645
10483	3400930152669
10484	3400930112427
10490	5283026901888
10491	5283026901895
10499	5291171001728
10500	5291171001711
10501	5285006161763
10502	5285006161756
10515	5283009055324
10530	5281019904915
10531	5281019904298
10544	5285006161688
10547	5281019904267
10548	5285006161930
10565	5283009060656
10577	5281019904519
10579	5281019904533
10580	5281019904274
10581	5281019904304
10585	5281019904649
10586	5283009055331
10587	5283009055355
10588	5283009055348
10589	5283009055362
10590	5283009055379
10593	3400930091524
10594	3400930091678
10607	5285006161732
10608	5285006161725
10659	7796285287023
10669	5281019904939
10679	5281019907572
10683	5281019904076
10687	5283009060458
10688	3400930117460
10689	3400930117507
10690	3400930170908
10691	3400930170885
10692	3400930098660
10693	3400930112038
10694	3400930112090
10698	5283009060373
10699	5283009060380
10702	5283009060311
10703	5283009060328
10706	5283009060335
10711	52807601495197
10712	52807601494190
10713	52807601118195
10714	52807601117198
10725	5281019904083
10726	5281019904090
10727	5281019904106
10728	3400930154991
10742	5283026901727
10743	5283026901987
10744	5283026901994
10751	5283009060038
10752	5283026901765
10753	5283026901840
10755	3400956068944
10756	8720648782008
10763	5281019907190
10764	5281019907206
10765	5281019907213
10766	5281019907893
10767	5281019907695
10768	5281058341931
10772	5280250001643
10774	5280250001612
10775	5280250001353
10778	5281019907657
10779	5281019903499
10780	5281019903505
10781	5281019904885
10782	5281019904892
10785	7609999840432
10786	7609999840425
10788	5281019907459
10789	5281019907435
10790	5283009060342
10791	5283009060045
10792	5283009060540
10793	5283009054976
10794	5283009060502
10795	5283009060496
10797	5283009060175
10798	5285006161978
10799	5285006161985
10809	5283009060526
10810	5283009060519
10835	3400941686474
10836	3400930099957
10837	3400930100035
10845	5280250001254
10846	5281058320448
10851	5281058330942
10852	6251144500978
10853	6251891000387
10863	7795355998852
10865	8410840051483
10866	7795355998708
10900	8904220501441
10902	5281058130917
10903	5280250001186
10904	5280250001179
10913	3400930187050
10923	5283009060618
10925	5280250000110
10926	5280250001629
10927	5280250000035
10928	5280250001728
10929	5280250001711
10930	5280250001698
10931	5280250000202
10932	5280250001650
10950	18901415204368
10981	5283009060281
10983	5283009060274
10984	5281058320912
10997	3400930204931
10998	3400930204962
10999	3400930203955
11000	3400930204986
