code,public_price
10090,1963354
6144,1061636
9331,36052162
9871,231141
9913,444812
4424,252130
4425,276448
4427,339160
4428,339160
28,2215996
33,1491665
10955,6829408
10974,1411035
7220,849820
11056,1777904
11167,2257655
8424,467657
11862,309084
1095,940690
1096,2490140
6211,33852747
10934,5438531
10935,6316060
9902,441042377
9903,224585721
9904,716437779
9905,577741643
10425,588731
11470,710893
4501,238052
9929,6853597
2626,6134641
8453,323866
10735,4063780
10352,18998515
10353,18998515
7087,2116552
7088,2150148
8053,166423476
9458,166423476
11887,1416410
11888,248611
11889,929939
10652,36062671
10653,89047223
2634,353431
8675,4462901
10863,4078562
9800,740457
9802,518723
11927,862747
6624,704173
6625,1029383
6860,1466132
6861,2198526
8288,411216
8287,858715
9382,1316966
6283,215015
6995,679984
4165,176024
4773,165727
4772,166708
11502,362837
5241,405840
8748,477384
4429,712876
9927,579772
9907,546944
9716,8474268
9717,16184155
9718,32373583
516,3586850
4502,207336
4504,163821
10869,575165
1028,1988887
5844,4542188
5843,4542188
5842,4542188
3267,4863366
9604,3955058
8989,3955058
5879,467657
6113,598010
11409,3514148
9597,33860031
1037,701486
1039,701486
1038,701486
554,3407985
11376,466313
8862,52580031
11520,52580031
11051,147823
4431,215015
9729,1091712
2645,260705
4505,238052
4508,422351
3950,362837
3593,659827
11610,1478227
9893,149393
9894,163184
9748,26053947
9749,26053947
6847,1523022
6848,1740596
771,1064323
772,1463444
7333,564414
7338,564414
8512,559294
8513,559294
8514,624567
8520,172164216
8521,172164216
8522,172164216
10663,172164216
10664,172164216
10665,172164216
7417,154542
11486,161261
11487,231141
11488,550975
11697,309724
11419,857372
4600,90869
8081,174060
11586,103555986
11587,207092603
3268,546944
10064,28622366
10065,7474948
10062,50900087
10063,17011323
9764,629182630
10951,26083945
10952,26083945
10956,36046335
10957,31085276
10958,16360672
11265,29473181
11264,62161280
10596,177350206
10597,532049516
10033,227939689
10034,59776110
11728,59776110
11729,227939689
9703,378964
9704,616824
9886,5556142
6254,8922845
6776,10840366
6958,20506214
9031,6853730
9032,26599935
6723,5794649
11547,637848621
11549,662450757
10094,138416
7651,451531
11920,464970
8018,12299971
3348,6348312
5090,3791428
7506,2030546
10766,1670844
10767,1670844
10585,1242606
10758,3897143
11526,2533143
4306,424910
2451,408528
4602,170220
4603,222694
5416,1411035
5417,1693242
9064,4484594
9065,4452598
5394,4230416
34,3014239
8457,23344161
8456,40596749
11206,190826
3938,647732
3188,573821
10277,970254
10317,367434289
10318,74698999
2025,752552
8496,752552
6073,3493991
10115,4380927
8181,3785604
9162,5386121
9163,5825557
9164,5825557
6799,9661754
6797,17363826
6798,13877673
6800,25024258
8587,565758
6939,6533762
11751,417935
8374,303708
6120,630262
10586,564414
10587,564414
10588,559294
10589,559294
10590,624567
9070,470345
9071,470345
6238,135027509
11713,469001
5193,5239642
10654,5239642
1732,5239642
6906,2085644
6463,2123271
6464,6111796
10216,7320947
10217,908694
11503,311771
4605,138224
5671,1583046
5285,362150
5286,1027907
4075,1826282
9189,188772
9190,174553
9892,167780
9895,170630
9896,166708
4607,153582
7204,149167
7205,559038
10693,1323685
10694,1323685
11768,431373
10514,784548
10515,470985
10447,1100607
5210,1745203
9505,251299
10266,23911751
11704,57966993
11705,34062918
11837,151692069
11838,299333838
11839,299333838
11680,2687685
11679,4031528
5770,3093525
5771,3237317
11236,3237317
11237,3093525
7991,4777360
7992,4777360
7993,4777360
7871,1884067
8203,3081700
8204,3081700
10624,567102
11881,3850109
11047,3542369
11048,3542369
11865,75619931
8701,75619931
5180,322522
9860,306396
9649,2210621
9650,2413541
9651,4687323
9648,1389533
7525,849308
7177,956816
7526,1327716
7195,786148
7196,1550794
10480,517379
8034,2655433
8035,2370538
7246,225766
8463,636981
7176,588603
8464,1659645
5927,326554
5929,506629
5930,593978
6437,663858
6669,270112
6668,271456
8644,514692
8384,1130172
8385,2147460
8382,258018
8383,490503
8386,2697092
8387,5124071
5093,401809
5094,278175
7025,507972
1478,245923
5061,401809
5057,401809
5060,401809
7753,135545977
7754,216872714
8067,7632790
10044,79305881
7670,2666184
6602,477384
6603,659123
9634,9170015
8561,2933608
8562,5345805
10535,2989214
10536,5975272
10537,11255425
11045,575165
10677,96542598
8641,1534668
6768,435405
8508,399121
11354,435405
10260,106164
9496,599354
1735,106164
1736,106164
9216,329241
6192,3950897
9215,397777
8239,241744958
11428,314843
6473,1407835
6631,28561957
6632,51444782
9993,211296306
9578,1428505
9579,1329060
9581,575165
9582,1698617
9580,1173175
793,338648
806,278175
5331,686704
10641,2598096
10642,2598096
10783,2598096
10784,2598096
8993,4059748
8994,3979118
9851,442124
7897,385683
9494,537537
8499,96642005
9546,2765628
9852,3711693
7612,263393
9901,2955110
7257,584571
9940,463626
5329,671921
10847,614136
10848,8284105
10849,3156820
4166,147095
4167,218681
4169,234862
9376,268908
9377,239275
4774,232134
4775,216046
4776,158587
8991,541863
9397,812795
5942,2528364
6527,1003770
6528,1617711
6526,333012
7155,245923
7156,321178
4714,453067
4715,725675
856,813025
10122,616824
10202,506629
10039,7850907
10074,7850907
10018,15643319
8764,556351
8765,1052229
8766,1050885
9810,985037
10538,595322
10539,1233647
5826,1643519
5827,2284532
7689,1482258
7508,215015
7507,307740
5134,916501
2124,3327354
5264,4992375
11735,5548726
11736,5548726
11737,5548726
10877,1454038
10878,120946
6784,643765
6785,568253
6786,511940
6787,511940
6891,3455595
6892,5793881
7617,508100
7618,433869
10075,508100
10928,508100
10929,508100
10930,5793881
10931,643765
10932,568253
11034,403153
11720,5793881
11721,403153
11722,3455595
11723,511940
11724,511940
6389,1247086
6895,1761778
11555,62230245
11556,62230245
11557,67887540
7268,2060111
5270,752552
5271,1006538
8777,1269931
11052,68908116
11053,72248183
11054,76209421
11055,76719234
10997,30336491
10998,30336491
10999,30336491
11000,30336491
11260,87161381
11261,71647217
11262,75120146
10038,494534
10182,68908116
10183,14449637
10184,15343847
10185,15241884
8719,114787168
8720,114787168
4433,1163768
6887,1336163
11850,3126674
11851,1563977
9855,1975448
4311,1021320
4312,1679803
6285,391634
6286,1039238
7694,2402790
11876,2000981
11019,2402790
11013,2060111
5161,981645
5970,979085
5971,783268
9822,1639488
8481,1243054
8482,2441762
8483,2940327
8809,1350562
8810,2651401
8811,3191626
11158,1336163
11559,401809
11426,1451350
11427,2212861
10148,1285609
10790,1663805
7350,1087873
6919,1663805
9519,1869733
9520,2911659
2708,2660808
11534,602041
7401,1632769
5694,27147388
11568,56572950
7216,1834345
4434,849820
2520,682672
10792,447948
10609,299677
10610,413903
10649,142447
9454,237860
8410,435405
10725,75120146
10726,79238426
10727,87161381
8661,1995158
8662,1995158
8663,1995158
9622,1787950
9623,1787950
2735,3398578
9880,100788
4608,231653
2739,349399
11765,2045328
9412,3308540
11369,13282147
11618,5848403
7698,1374751
8036,369557
9545,3926708
11955,627127
10547,1051052
10580,1015654
11191,2486109
9609,575933
9610,639925
10635,2701123
10636,2701123
5587,1323685
5588,2236154
5863,2412197
3563,1249774
3564,967567
6188,1491665
8312,1975448
8313,2680966
7406,192169
6562,114349296
7068,39016157
6100,1558857
6101,1835305
2904,1135547
11475,447948
1725,223078
3903,1076418
8931,221734
8932,215015
8996,201576
11906,201576
11908,221734
11909,215015
8933,177387
11907,177387
9436,767334
9939,6138673
4313,690263
4316,737914
4317,774674
4319,827771
9051,75019126
9052,58102683
11518,442124
8403,498566
10061,768678
5691,131697
1491,247267
4435,325082
4436,485063
10035,403677371
10036,134559469
803,247267
804,215015
6354,1128828
6355,1114045
6356,1253805
4745,395474
5244,395474
6817,1044358
6818,1044358
7226,1044358
7227,1044358
4645,395474
5475,395474
10943,439436
10944,439436
9286,470345
9287,470345
10945,439436
10946,439436
7174,635638
7173,642357
4174,179456
4778,165727
4777,166708
5363,1038790
5695,388370
7311,857372
7314,857372
11255,911125
11257,857372
11898,141103
8156,408528
1752,886936
1757,1206771
1758,1085825
1759,467657
11204,278175
5376,298333
1858,362837
11399,309724
9426,747176
9221,851100
11157,1063555
2974,141103
3962,423310
8343,716716
8342,831903
9128,12446972
7613,360150
9588,234862
9897,218681
10856,792867
5209,51255093
4516,867738
7793,463050
10925,4146714
6243,802274
6991,850652
6992,850652
10831,1888099
6187,740457
11437,740457
8822,667890
11195,2535831
11196,2535831
11197,2535831
3717,757927
7243,485127
10371,230789350
10372,230789350
6007,3041116
6008,598010
8223,2131334
11213,1270379
11214,3290622
11215,2064142
3345,166636
10207,438093
10810,22183393
11668,11091696
10809,136761210
11669,74718320
5043,146479
5573,80211932
5574,35722424
9394,70042700
7194,724907
1682,349399
3591,700142
3590,1307559
8438,365525
11396,365525
4175,897510
4176,5040303
8758,756160
7614,1403867
9155,589947
9156,649076
11841,589947
11842,649076
9154,854684
10900,1431192
4177,406810
4179,579064
4187,329815
4189,494147
9587,613662
4780,430943
4781,326367
10936,374633
11150,613662
4782,402213
4783,402213
11375,60848734
11377,9838676
2905,319835
9857,1173175
6059,787492
6143,1126140
10977,182343396
9222,654003
9923,439436
7589,895895
4438,225254
9240,159917
11234,342680
11235,380307
10629,15102158
10630,124258444
10631,124258444
8455,739113
1499,760615
6336,314459
5201,438093
5202,307740
6912,15482229
11726,801186
11727,890776
4439,235492
4440,355798
7645,1652926
8743,954128
4442,415951
8844,417231
9495,418511
11472,503941
8710,386515
8397,474824
4517,909973
4519,958608
6351,338648
6457,245923
6988,435405
11609,507972
9341,1130108
9759,2147588
9473,1940253
9758,3687248
9144,522803
7818,567731
7819,324029
10985,17158569
10986,9530364
9201,600250
9284,1404315
9285,1342499
8796,2444450
8797,2444450
8419,849820
8420,1593413
6584,6144048
11581,3527587
9269,1045509
9270,2005013
5612,16864077
7178,13907829
7179,27815659
11066,4859334
6762,233829
4523,145903
4525,296925
9356,41777992
9357,24771315
11905,25830983
10097,5006110
10187,26272722
10189,14194770
6542,12764391
6997,16843941
7198,7624551
11372,7634958
7923,417935
7779,417935
8459,3090838
2217,70859043
11885,639669
6027,335321
6834,419791
9530,239332
9531,534977
5624,349399
3058,481096
3896,357462
3897,374932
9011,266081
9012,244579
9115,198889
11932,560382
11933,689391
11934,689391
4642,355798
10321,668082
6206,1842408
5498,548671
6904,1228042
5497,235534
4610,165101
2855,467657
9884,5784922
9885,2143749
9605,255330
10800,2941671
8063,1553482
8064,1968729
8065,2134022
8066,2582865
7713,421071
9087,3026845
5833,142447
11159,456091
1685,130353
1686,389714
4345,391634
11693,245731
958,162605
4611,6540034
6713,131825
1191,102132
2661,1866597
8402,1624706
11830,5359244
11122,3432174
11123,4333444
10027,1720118
9973,5399559
8745,2015764
2265,760615
2308,998475
2326,1101951
11035,362198
4646,427470
4648,229093
11663,447948
6868,104820
141,145135
5792,1261868
10474,1917663
5979,1648895
10106,1877348
8863,529474
8864,561726
570,618168
3909,826463
6850,697454
8529,28486446
8589,673201
6712,474824
6914,2484765
6915,4970873
11404,1407003
5163,266209
6096,3675409
6402,2839539
3733,8117591
10016,6449100
7021,1028040
10031,77379009
10032,88599923
11832,10530753
8556,1138235
10394,1855846
10395,1546763
3952,11064120
2029,752552
8088,752552
9370,182720
9371,205933
9710,182720
9713,207894
7644,4087969
10164,12924401
7706,212327
9007,5361932
5056,147823
4321,915093
4267,727023
9656,1638144
6374,317403
9462,256674
9463,713580
9464,344024
11229,501253
3715,232485
3714,291614
9797,1187957
3045,658483
3055,658483
8761,1105982
11686,978317
11687,978317
11688,978317
7770,1078281
7771,1078281
7772,1034714
5916,571133
11665,189418
2280,626231
11153,1050885
3969,798242
3970,865435
1689,221734
11798,353431
9875,377620
6293,802274
11854,39601065
11855,39601065
11856,39601065
11857,39601065
11858,39601065
11859,39601065
9645,853340
9646,624887
1855,349399
8412,162605
1854,298333
9367,287582
3881,3717068
5044,998475
9829,464970
7267,413801327
8744,219046
7868,5316241
3632,972942
3633,2289908
3634,3839358
7393,749864
9739,380307
9391,345368
4649,308444
4650,298205
4651,243172
5859,293086
11451,440268
3491,98101
10296,413903
11227,201576
7677,679984
10647,528130
9039,430030
4652,177899
7602,593850
4653,267489
10519,17173671
10520,58035926
10116,13170341
4612,166381
4613,485063
11310,361494
6687,210983
3902,756583
4067,284895
11788,756583
5683,839902
11675,430030
10518,17837565
10226,807679884
8281,51482094
4324,755112
4325,255970
4326,793507
6400,850652
11032,370901
6441,432717
11594,614328
5047,1181238
5811,1371615
3074,369557
9823,255330
10153,518339
1781,1003850
11400,1003850
9600,529474
4446,1023880
9491,2554581
9928,802466
4447,258530
2805,4048997
2813,6072824
9330,826783
4262,422351
3686,694767
6338,716268
6339,716268
10973,529474
5717,4421242
9919,151022
2289,286238
5343,1970969
9181,407184
9691,494534
8578,2460576
8691,469001
9411,188138
7339,5921678
7857,513348
7858,1955291
6360,752552
7839,681328
8957,593978
7966,56925965
9245,2837295
7965,5250393
9450,4427961
9451,7292823
9452,9427593
9453,12394936
6879,754856
6880,335577
7732,321754
11811,637365
11491,364181
11492,550975
11757,545600
11758,287582
9220,257250
6645,13011437
7956,8904323
7957,25175058
6569,1290089
6570,1107326
7597,302365
7666,262049
49,931283
531,1569608
1097,2553301
10778,476104
5319,78439230
1510,1005194
1511,1138235
6181,1721462
11070,1721462
11217,1005194
11218,1138235
11461,5254424
7840,275168
10835,2590928
11931,1295464
9023,822432
9024,431373
11388,431373
11389,822432
10205,5270550
6681,1007882
6682,1290089
7167,388370
10773,38610080
9489,2010388
11925,2010388
11243,4483059
2688,581884
9172,388991058
9173,348420676
9174,272619919
6599,599553
11494,972942
9921,1057604
8421,7018889
11493,17110745
10198,305884
1137,235172
10114,1279338
5213,1896162
11513,1896162
2871,2000981
2014,7582922
2015,14532052
11829,173356
8573,412560
6938,1184117
3755,477064
3754,827807
8526,798242
11817,279519
11956,329241
7710,229797
7711,474376
7712,599354
4327,574653
10221,282207
7455,278175
7980,29783973
2016,4264012
8085,4264012
8111,4264012
2010,666546
2036,475720
2038,571133
2017,3123090
8087,3123090
8113,3123090
5539,100395698
5540,54851623
5541,250990426
9817,80855135
10336,3234181
10337,6075448
10435,1075074
7521,67369332
10645,428491228
2731,448843
9322,50670440
8408,403153
8826,3483240
2936,1052229
8558,43179579
9890,224503943
9891,224503943
9549,547517314
3273,37672334
3272,19540934
3274,67853624
7318,37672334
3279,13247110
3280,26495478
3281,46817511
6539,31425075
7193,35672956
9987,952784
9988,880217
9455,448843
8225,642357
8524,227340482
8525,108775087
3594,602041
4450,601530
4451,317403
3382,366869
11436,366869
11519,80027615
5548,3941938
5549,902294
7680,665522
8830,670577
8831,822432
9541,822432
7363,2329327
7362,1316966
9638,268769
7594,334617
7595,503941
7664,248611
7665,326554
7125,5496316
9515,2598096
9516,1466580
11246,526786
11247,667890
11248,721643
11249,679984
11250,772709
11514,628918
11515,628918
11516,653107
11517,653107
11390,1067011
11391,1067011
11392,1067011
11393,1067011
11394,1037446
9794,920532
9795,888280
9796,710893
9677,524099
11657,1523917
9407,68053864
9408,68053864
8507,18087352
4452,213735
6025,499142
6026,712876
10147,890776
8858,454219
8671,415951
11109,15757784
8425,467657
11328,3839550
7012,550336
9342,317403
5468,866778
3560,1189301
3561,2025171
8839,2238842
8840,2025171
8841,1189301
11307,3670034
3851,2238842
5185,26295375
7032,45388478
5891,2284532
10583,172758585
10827,2241529
9013,1280682
9090,1307559
8958,4018089
8959,2228091
8100,1919007
8962,978317
11930,748520
5312,4345987
5644,2964517
7850,197545
7851,387027
11783,858779
9611,895895
6260,943377
11208,4219665
11209,3735882
11210,1138235
11211,2218684
11212,1343843
11582,942034
8571,1987543
8572,3836670
6883,1537356
11300,1023880
8331,117224380
8332,51234726
8898,201006231
3525,266081
3963,143791
10220,208296
11945,309084
10008,1976792
6237,383955
8329,199657
7922,497862
9196,639925
9419,746153
10252,255970
5381,170668
8783,329241
10659,618168
5171,522179
5173,949649
5267,1091712
5268,966287
5269,1405275
5122,209895
5123,207336
5124,351959
5125,357078
5126,771750
5253,2404838
2909,765990
2910,819744
8446,2383977
11039,2383977
7113,847965
8399,329241
9241,1174518
10174,1170487
10175,920532
11701,834526
9555,579064
2924,223078
9146,454730
9147,622190
1872,1142266
10866,16963499
4453,950929
5791,511940
4658,435149
10540,49829454
10541,34751325
168,236516
6754,163949
7947,2213309
11322,1007882
11748,1659645
11747,2213309
10893,675953
10067,241892
10068,260705
10069,260705
10651,181419
10894,563070
10123,387027
10975,4145754
1523,233829
1525,241892
5071,395090
7303,954128
7847,747176
11522,3405297
8487,3440237
8488,7841801
6383,6562265
6384,4032662
10953,2957797
10954,6199145
6325,2957797
10660,2957797
10661,5915595
1857,362837
10924,1549002
10923,1549002
11710,2432355
7941,1991575
7942,7634958
7943,3988525
8107,1584390
2937,525442
8577,525442
10041,10927526
10042,10927526
10043,10927526
6993,80696540
11439,80696540
6583,12185492
6650,5394128
6651,20406655
6652,48068822
10960,3514148
10959,15665972
4614,190698
4535,95989
4536,85750
11272,168011222
11273,69032469
11271,168011222
9948,159917
9941,438093
9945,137072
9947,575165
9946,210983
8653,342680
10270,284895
7415,524099
11595,278175
9942,448843
9943,252642
8655,291614
10438,604729
8654,315803
1157,228453
7552,436749
10655,16521761
10656,7071670
10657,3563870
7624,1158392
1527,180075
3596,327898
6571,294302
8125,470345
11130,2005013
6149,440780
6150,837214
6151,771366
6152,1381470
8868,260705
7197,503941
7232,739113
7286,428686
7287,2015764
11452,147883080
11453,147883080
11454,147883080
11681,1536012
4537,1873700
4617,66552
10197,3161230
4616,85750
8801,80631
8092,129009
8372,9350840
5905,9633134
5768,8675675
5769,1959322
6636,2215996
9369,5542006
11831,548288
10858,636981
11240,190826
11241,190826
11571,814369
4455,85750
11957,162605
6623,334617
11049,779429
11341,188138
11342,358358
11343,438989
11344,494022
6538,894999
8059,319835
9662,873498
7367,2447137
7368,8500054
7369,17809220
5223,1016841
2350,563070
10001,5718050
10002,4343299
11844,417231
4456,200936
5295,388370
5666,416591
7422,499909
6695,4749139
6257,808993
11462,18197019
11463,15796329
8052,507972
9444,20000292
10990,12185492
10989,35166291
11570,46641484
11009,10554169
10995,41289202
11263,43746515
11222,12759187
11223,24037602
11224,40480209
11007,47161032
4618,80631
8640,2858353
1260,4153817
6253,2791161
6890,4945340
10808,7826190
9191,8550789
10498,2558676
10748,21080096
11495,1478227
794,252642
6470,6523011
4331,255970
7132,5288020
4192,490807
4191,498744
7629,220054714
4457,624567
9205,862747
11233,417935
9315,1447318
11026,11464796
7787,10282281
8906,5955910
9050,278175
11169,326054156
11170,591417874
9110,940690
5049,1189301
7596,846621
4619,207336
9575,207336
3356,740457
6459,694767
10160,27819434
9571,980365
5302,1053317
5345,2111753
6138,913813
6475,8851296
6288,913813
8706,897687
11796,7820986
11579,7378682
4620,113907
10422,1087873
11002,359195954
11003,359195954
11014,359195954
11106,614328
11107,795555
11108,795555
4661,207336
4458,353239
9745,1265772
10357,802466
1167,1382814
3604,3641813
7820,1112702
10870,1350562
11808,1350562
7485,2687685
5537,697454
5538,997131
6164,697454
7514,5228891
7515,3744073
7516,4121565
7518,4706136
8842,77539821
8843,77539821
9499,976973
9500,642357
10373,19351580
1531,592635
6324,869466
6327,1071042
6003,731050
8388,770022
8389,1776560
8390,2534487
8515,814369
8516,1890786
7163,674609
8785,806306
5522,604729
5523,1276650
5524,931283
5802,823775
8873,564414
8874,564414
5368,2015764
10886,3386483
8848,2378601
9004,1206771
9607,231141
3711,407184
4621,284127
8222,219046
7969,1064323
10922,616824
4196,5688441
4197,789487
4198,3023493
4199,2822386
4200,663077
8546,1402972
7798,2051729
8584,857372
9801,857372
5314,6954385
5315,3659283
5316,7342257
5317,3695567
6523,7342257
7223,767910
7609,921492
7224,972686
7225,895895
11386,440780
11387,1733557
7394,1773872
7395,3553120
4831,230373
7510,1264556
9005,526786
9006,526786
8853,272626167
3376,19441512
369,260705
11435,260705
6028,890776
10752,890776
4664,386515
4666,346839
4667,174060
4668,712876
4459,176619
4460,386515
4461,346839
4462,742313
7041,1018633
11173,417231
8883,364181
9615,1023880
9614,998283
9612,700078
9613,793507
9663,594961
9664,1090534
8017,312283
8767,460746
8768,345560
8769,678321
11504,557695
11505,770022
11507,770022
5616,452875
8118,575933
8119,639925
10310,6352343
11308,7415107
10640,25111114
10268,460944204
10303,961233551
5784,881561
5785,718956
7743,1057604
7291,1957979
7292,1957979
9479,223974
9478,222694
10026,296989
3951,1142266
9185,21639503
9184,39022312
9186,77081243
9624,801186
11949,2105353
11948,1479123
8609,913813
4874,126705
4875,159981
164,665202
5385,1890786
5386,1890786
7826,350679
7827,1300328
11155,473545
11156,1689402
10199,405840
10248,399121
6252,302365
2581,321178
3086,469001
3433,208296
3435,182763
3747,302365
1543,286238
968,368213
969,411216
5986,542912
6738,542912
11678,517379
8196,13942481
9805,13942481
8194,25241922
9806,25241922
8195,94286686
9807,94286686
8269,193513
6204,221734
8921,21603638
10592,1503312
10619,637365
10981,2126343
10983,883480
9299,5570227
8272,270112
4622,194537
11110,8003607
4463,204776
7183,5838996
11577,2605711
11578,1593797
10108,847965
6536,1411035
5639,846621
5158,3597914
8952,479752
9358,353431
8847,353431
5087,761511
8544,360150
9437,682672
449,19894577
966,8216459
5195,223078
9017,2127303
8270,391058
7920,542912
7919,841245
4464,374996
10919,1771184
5275,907094
8469,767910
8470,921492
8471,972686
8468,895895
4623,152302
5121,2015764
11033,20481044
4540,177899
4541,148463
6048,54658804
7622,706861
9264,649076
8908,24121923
8909,12929605
10507,24121923
10508,12929605
6962,830495
7852,1071570
11833,6156142
5724,240548
4624,147183
10686,1947228
11077,1759090
11078,2612430
11079,1010570
8242,712237
8243,1569608
8244,1944406
8245,1292776
11403,912469
3757,212327
3758,212327
5081,282847
5082,639925
11059,8455824
11058,1552138
11685,583228
8760,575165
8759,287582
9289,3711565
9114,1425817
3483,216359
7775,472429
7776,752891
10139,1358625
10140,1358625
10141,1358625
10142,1358625
7171,896343
7172,623543
8103,3985837
8104,3985837
8105,3985837
11707,12907489
7909,296989
1497,287582
9767,5214109
5583,890776
6557,1822506
9224,362837
6439,282847
7734,639925
10082,747176
1859,727019
11498,1252461
10330,2036369
10331,3532514
10840,6394003
10841,6394003
10842,6394003
10843,6394003
3426,75106031
10088,15147973
9762,47533131
9763,12049005
9120,2553301
1551,366869
10284,76080435
10285,135758672
10286,271662074
8274,1370719
8275,3090838
7152,296989
6940,1119869
6941,844701
6942,1119869
10010,139504
7907,3928052
7908,3928052
3047,1486290
6320,196201
4028,30111023
11205,537537
8101,2576146
8102,1101951
9859,24943134
11284,91457321
11285,179063666
11286,91457321
11287,52597003
11288,179063666
11289,52597003
7543,456906
322,405840
8169,200233
7265,8386876
9235,831839
9236,831839
9237,831839
10158,510660
10168,481096
8542,44151793
8444,2998113
9368,1534668
11540,3273600
11541,5251736
5958,309084
5040,1224241
5042,600698
10261,4100063
11731,4100063
5336,575933
4336,197097
3414,584571
4466,209895
4467,662962
7535,576508
8433,506629
11894,506629
11200,248280900
6055,105106076
6056,110200672
6057,116241703
6058,127865045
7342,7771552
11624,64236071
11625,76294502
10431,13433051
10432,13433051
10433,13433051
10434,13433051
7855,533505
7856,2116552
7982,2535831
6865,12281758
11716,534977
4029,5939784
10552,1343843
10553,1343843
10554,959888
10555,3199625
7587,31939807
11804,31939807
3340,15886212
11071,15886212
9746,159917
9747,134384
8284,237860
5234,712876
4181,129934
4182,199957
4184,205933
9714,224565
4784,204554
4785,189615
4786,154450
3490,556351
5915,459594
10374,45469094
8261,371157
8262,371157
8263,605369
8264,605369
9008,671921
1553,302365
1554,522755
1555,592635
2650,306396
2669,1377439
4070,306396
4071,498566
9879,1377439
10521,306396
10522,306396
10523,498566
11074,643701
11075,1488977
11076,1105982
885,376276
1557,686704
11602,11708063
11603,45258360
8949,684016
8950,842589
8951,842589
10416,684016
10417,842589
10418,842589
11305,403153
11306,503941
10413,671921
10411,1164664
10412,1164664
9383,74097963
9384,33127823
9385,128843677
9542,1182581
8928,932627
1570,757927
1571,731050
9127,9382061
11845,3633494
796,408528
2973,266081
5353,518723
5354,405840
6513,1254253
7101,2332911
6301,487623
6302,487623
6303,487623
7724,360918
11345,360918
11346,487623
11347,487623
11348,487623
5484,450187
5485,450187
6634,5167074
10899,2822069
11057,2822069
5950,4508592
1765,649076
1766,256674
7384,812705
8462,618168
1204,255330
7767,682094
7768,682094
7769,682094
1498,459594
1503,869466
6054,788836
8869,1295464
9839,896343
9841,710893
3698,584571
9715,205933
9532,341336
11621,59148151
11622,13157756
9659,1066145289
10293,533072645
5283,1019738
5284,1715447
7961,7058661
3265,2988706
10194,1242606
10314,1551690
10315,1432536
10316,1463892
7296,25170264
7294,51723840
9332,618168
4354,401873
8775,2013076
10339,4073187
10682,576508
11799,2306034
96,3796355
3115,2874479
8319,6150767
8320,11256652
8321,3874298
7846,3948209
3116,677297
3117,456906
11008,7590728
845,6992013
870,8264592
867,2385320
868,4309703
869,8264592
850,1038790
5848,37212683
5849,50184393
8854,19709575
9689,1191988
9783,18264981
11532,17079643
3119,370901
1579,178731
3748,162605
3749,210983
5220,842589
11643,842589
7703,290270
9781,237860
10105,1705336
7534,2687685
7910,1695929
8227,939346
8340,1494353
3996,315803
7835,573821
557,2945703
9182,473033
10805,2276469
10804,2830132
10803,3723788
7559,1003402
6220,460938
11125,1580359
11126,2031890
5356,1212146
5357,1725494
10703,1996950
10702,1233647
10706,4744660
6606,1463042
6607,2187461
6608,2624637
4355,520899
5968,714156
7371,689391
8377,1124796
11023,520067
11024,130353
9955,171228
9958,158587
9957,171228
9999,193062
9483,193062
9484,180421
10076,194211
10078,180421
9784,232134
9997,216046
9883,402213
10130,204554
9788,156288
9881,165482
9560,176974
9561,163184
9786,156288
9782,8645754
10092,12969932
9961,1158392
9962,1245742
9963,1019976
9577,12327290
10556,423310
11192,147823
2365,631606
2366,2478046
5806,1333092
5807,665202
5808,2607054
11670,159720381
11671,170735579
11672,174040139
9046,6987981
9387,1427161
9734,3192970
11802,38048630
11575,732394
11576,732394
10948,555007
10949,555007
6344,1251693
6345,1927454
9179,1220209
9180,494534
9320,349399
9725,1706680
7322,212327
10825,13071402
10281,68840586
10282,68840586
7533,120814374
3898,264737
3899,264737
3900,264737
7169,542912
7170,780772
10297,501253
10298,330585
10124,287582
10125,521411
4337,1283690
7228,2742335
1058,1248430
1057,1468820
8407,1248430
4082,1468820
3990,563070
4094,563070
5761,387027
8362,419279
4543,490183
3685,174700
6675,578442
6676,757181
7348,18729193
9766,1408347
11632,1154361
11633,1139578
10501,2178345
10502,2314492
10365,722987
10195,194911251
11112,194911251
6943,935570
9350,935570
8075,3835326
8076,4571752
6830,1424473
11803,774053
4201,959565
4202,742370
4203,258887
4204,5675800
4205,784890
4206,4129004
4207,4143943
4208,3985356
4209,5566628
4211,519736
4212,167780
4215,167780
4217,166708
4219,174553
4221,188772
4223,133856
4224,149393
4225,163184
4857,5779226
9374,209151
9375,222941
9380,349596
9556,182720
9557,182720
9709,181908
9774,176974
9775,161805
4787,161314
4788,149393
4789,148566
4795,156288
4796,165482
4792,176974
4793,163184
4794,156288
11414,1182581
11415,1419098
11416,567102
1589,263393
3077,1048197
7585,1764465
11484,971598
11485,971598
10836,952784
10837,952784
10073,636981
11298,946065
5289,357462
5672,616824
7180,319835
11676,272800
11849,243172
437,421967
441,718956
442,1444631
439,313115
9954,186167
9956,186167
9959,205703
9998,221792
9562,236731
9563,211449
10077,222941
10131,158587
9585,264311
9584,236731
9785,603320
11853,162541
11301,211175
11425,232134
11424,293041
10129,221792
9789,180421
9882,180421
9564,218344
9565,203405
9787,179272
11954,276448
7148,48383450
7149,57492826
6197,787492
8165,974286
9409,2154180
9410,1053573
9544,588603
10132,357462
10177,288926
11769,37104745
11770,66794551
11771,122249599
7544,278175
6401,2564051
