MoPHCode,rep,2019,2021,2022,2023,2024,2025,2026,2027,2028,registrationDate,registrationMonth,registrationYear
10157,,,,,,2024,,,,,8,4,2020
9972,,,,,2023,,,,,,17,7,2019
9971,,,,,,,,,2027,,17,6,2019
8175,,,,,2023,,,,,,10,10,2014
7194,,,,,,,,,,2028,5,6,2013
5791,,,,,2023,,,,,,12,2,2010
7163,,,,2022,,,,,,,16,5,2013
9008,,,,,,,,,,2028,16,3,2017
7576,,,,2022,,,,,,,4,10,2013
8785,,,,2022,,,,,,,16,5,2013
3999,,,,,,2024,,,,,3,9,2004
9818,,,,,2023,,,,,,17,4,2019
8925,,,,,,2024,,,,,27,6,2016
8478,,,,,,2024,,,,,4,1,2016
8527,,,,,,,,,,2028,3,2,2016
8015,,,,,,,,,2027,,5,11,2014
11499,,,,,,,,,,2028,2,5,2023
10825,,,,,,,,2026,,,5,8,2020
5776,,,,,,2024,,,,,13,1,2010
9768,,,,,2023,,,,,,30,1,2019
1872,,,,,,,,,2027,,28,8,1997
8921,,,,,,,,2026,,,22,12,2016
9731,,,,,,,,,,2028,30,1,2019
10622,,,,,,,2025,,,,20,5,2021
2731,,,,2022,,,,,,,8,1,1991
554,,,,,,,,2026,,,2,6,2004
5671,,,,,2023,,,,,,2,10,2009
10485,,,,,,,,,,2028,25,4,2018
9577,,,,,,,,,2027,,11,7,2018
3528,,,,,2023,,,,,,20,4,2005
8857,,,,,,2024,,,,,8,12,2016
8865,,,,,,2024,,,,,21,4,2016
8922,,,,,,2024,,,,,5,4,2016
8856,,,,,,2024,,,,,8,12,2016
5962,,,,,2023,,,,,,7,7,2010
5963,,,,,2023,,,,,,7,7,2010
8102,,,,,,2024,,,,,18,3,2015
9423,,,,2022,,,,,,,21,3,2018
8101,,,,,,2024,,,,,18,3,2015
9422,,,,2022,,,,,,,21,3,2018
8641,,,,,,2024,,,,,9,6,2016
6536,,,,,,2024,,,,,21,12,2011
6812,,,,,,,,,,2028,28,6,2012
10108,,,,,,2024,,,,,18,12,2019
10755,,,,,,,,2026,,,17,11,2021
11120,,,,,,,,2026,,,22,12,2021
4021,,,,,,,,,,2028,18,1,2007
4022,,,,,,,,,,2028,18,1,2007
7742,,,,,2023,,,,,,7,4,2014
8661,,,,,,2024,,,,,17,5,2016
8663,,,,,,2024,,,,,17,5,2016
8662,,,,,,2024,,,,,17,5,2016
2736,,,,,,2024,,,,,7,11,2002
9622,,,,2022,,,,,,,3,7,2018
9623,,,,2022,,,,,,,3,7,2018
2735,,,,,2023,,,,,,26,9,1994
9880,,,,,,,,,,2028,7,5,2019
11696,,,,,,,,,,2028,19,2,2024
8743,,,,,,2024,,,,,5,4,2016
7101,,,,2022,,,,,,,13,2,2013
7026,,,,,,,,2026,,,9,11,2012
7645,,,,,2023,,,,,,12,8,2014
9856,,,,,,,,,,2028,8,5,2019
7743,,,,,2023,,,,,,9,7,2014
9227,REP,,2021,,,,,,,,14,9,2017
557,,,,,,,,2026,,,13,11,2002
10940,,,,,,,,2026,,,12,3,2021
10008,,,,,2023,,,,,,17,7,2019
3632,,,,,2023,,,,,,21,7,1998
3633,,,,,2023,,,,,,12,2,1997
3634,,,,,2023,,,,,,12,2,1997
2280,,,,,,,,2026,,,14,11,2001
9389,,,,,,,,2026,,,20,3,2018
11153,,,,,,,,,2027,,23,8,2022
11665,,,,,,,,,,2028,18,4,2024
7941,,,,,,2024,,,,,29,12,2014
7943,,,,,,2024,,,,,29,12,2014
7942,,,,,,2024,,,,,29,12,2014
8107,,,,,,2024,,,,,11,2,2015
11710,,,,,,,,,2027,,7,3,2024
4545,,,,,2023,,,,,,,,
9205,,,,,,,,2026,,,22,8,2017
5521,,,,,,,,2026,,,10,7,2009
5661,,,,,,,,2026,,,10,7,2009
5662,,,,,,,,2026,,,10,7,2009
10001,,,,,,,,,,2028,18,7,2019
10002,,,,,,,,,,2028,18,7,2019
9059,REP,,2021,,,,,,,,4,5,2017
9058,REP,,2021,,,,,,,,4,5,2017
5047,,,,,,,,2026,,,19,9,2007
197,,,,,2023,,,,,,20,10,1994
10400,,,,,,2024,,,,,5,8,2020
6484,,,,,,2024,,,,,28,8,2011
10858,,,,,,,,2026,,,8,2,2022
10896,,,,,,,,2026,,,21,12,2021
7913,,,,,,,,,2027,,3,10,2014
6886,,,,,2023,,,,,,14,8,2012
6374,,,,,,2024,,,,,21,2,2011
9698,,,,,,,,,,2028,11,7,2018
10038,,,,,,,,,2027,,19,9,2019
7918,,,,,,,,,2027,,3,10,2014
8011,,,,,,,,,2027,,3,10,2014
5043,,,,,2023,,,,,,17,10,2006
10019,,,,,,,,,,2028,17,4,2019
572,,,,,,,,2026,,,14,3,2003
7951,,,,,,,,,2027,,3,10,2014
7949,,,,,,,,,2027,,3,10,2014
7950,,,,,,,,,2027,,3,10,2014
8013,,,,,,,,,2027,,3,10,2014
10912,,,,,,,,2026,,,9,12,2021
7635,,,,,2023,,,,,,11,6,2014
7709,,,,,,,,,2027,,10,7,2014
10857,,,,,,,,2026,,,9,11,2021
196,,,,,2023,,,,,,20,10,1994
9948,,,,,,,,,2027,,3,7,2019
7434,,,,,,,,,2027,,4,7,2013
11332,,,,,,,,,2027,,2,6,2022
9941,,,,,,,,,2027,,3,7,2019
9945,,,,,,,,,2027,,28,6,2019
9947,,,,,,,,,2027,,28,6,2019
3740,,,,2022,,,,,,,22,4,1998
7307,,,,,2023,,,,,,22,5,2013
10441,,,,,,,2025,,,,2,4,2020
10750,,,,,,,2025,,,,5,10,2021
10797,,,,,,,,2026,,,16,2,2022
10669,,,,,,,2025,,,,25,6,2021
10198,,,,,,2024,,,,,19,2,2020
4535,,,,,2023,,,,,,,,
4537,,,,,2023,,,,,,,,
4617,,,,,2023,,,,,,,,
10197,,,,,,2024,,,,,6,5,2020
8655,,,,,,,2025,,,,19,2,2016
11816,,,,,,,,,,2028,22,7,2024
6347,,,,,,,,,2027,,2,6,2011
11333,,,,,,,,,2027,,2,6,2022
10126,,,,,,,,,,2028,11,12,2019
8801,,,,,,,,,,2028,23,11,2016
10556,,,,,,,2025,,,,21,1,2021
6394,,,,,,,,,,2028,4,5,2011
4630,,,,,2023,,,,,,,,
6395,,,,,,,,,,2028,4,5,2011
3434,,,,,2023,,,,,,,,
11083,,,,,,,,2026,,,6,10,2022
11241,,,,,,,,,2027,,2,3,2022
8658,,,,,2023,,,,,,17,5,2016
3436,,,,,2023,,,,,,,,
11084,,,,,,,,2026,,,6,10,2022
4629,,,,,2023,,,,,,,,
3371,,,,,2023,,,,,,,,
11085,,,,,,,,2026,,,6,10,2022
11240,,,,,,,,,2027,,8,5,2023
8659,,,,,2023,,,,,,17,5,2016
6396,,,,,,,,,,2028,4,5,2011
9946,,,,,,,,,2027,,3,7,2019
11081,,,,,,,,2026,,,8,9,2022
4536,,,,,2023,,,,,,,,
4616,,,,,2023,,,,,,,,
4455,,,,,2023,,,,,,,,
8651,,,,,,,,,2027,,19,2,2016
11428,,,,,,,,,2027,,24,8,2023
1341,,,,2022,,,,,,,21,11,2003
5769,,,,,2023,,,,,,15,1,2010
7614,,,,,,,,,,2028,23,7,2014
9369,,,,,,,,,2027,,20,12,2017
10754,,,,,,,,2026,,,17,11,2021
8092,,,,,,,,,2027,,19,3,2015
8372,,,,,,,,2026,,,18,11,2015
5905,,,,,2023,,,,,,19,5,2010
5768,,,,,,2024,,,,,15,1,2010
6636,,,,,2023,,,,,,22,8,2011
11571,,,,,,,,,2027,,20,11,2023
11301,,,,,,,,,2027,,5,6,2023
11323,,,,,,,,,2027,,24,8,2023
9906,,,,,2023,,,,,,8,5,2019
10127,,,,,,,,,,2028,11,12,2019
11681,,,,,,,,,,2028,6,7,2023
11732,,,,,,,,,,2028,3,4,2024
1709,,,,2022,,,,,,,11,3,2004
11192,,,,,,,,,2027,,27,5,2022
8654,,,,,,,,,,2028,19,2,2016
1157,,,,,,,,,,2028,16,10,2004
4572,,,,,2023,,,,,,,,
10270,,,,,,,,,,2028,5,8,2020
8653,,,,,,,,,2027,,19,4,2016
7180,,,,,,,,2026,,,12,4,2013
11676,,,,,,,,,,2028,18,1,2023
11849,,,,,,,,,,2028,29,10,2024
7415,,,,2022,,,,,,,6,11,2013
4438,,,,,2023,,,,,,,,
7611,,,,,2023,,,,,,7,12,2013
9942,,,,,,,,,2027,,16,1,2014
9943,,,,,,,,,2027,,3,7,2019
8685,,,,,2023,,,,,,17,5,2016
8711,,,,,,2024,,,,,27,6,2016
11831,,,,,,,,,,2028,27,6,2024
10304,,,,,,2024,,,,,17,9,2020
10544,,,,,,,2025,,,,29,1,2021
11716,,,,,,,,,,2028,19,2,2024
10869,,,,,,,,2026,,,9,12,2021
10438,,,,,,,2025,,,,25,11,2020
11072,,,,,,,,2026,,,6,5,2020
11086,,,,,,,,2026,,,8,9,2022
11087,,,,,,,,2026,,,8,9,2022
11205,,,,,,,,,2027,,16,8,2022
6113,,,,,2023,,,,,,6,11,2010
11595,,,,,,,,,,2028,23,11,2023
5879,,,,,2023,,,,,,5,2,2010
4624,,,,,2023,,,,,,,,
6060,,,,,,,,,,2028,6,10,2010
9691,,,,,2023,,,,,,5,12,2018
10748,,,,,,,2025,,,,6,5,2021
9704,,,,,,,,,,2028,16,11,2018
9703,,,,,,,,,2027,,16,11,2018
7728,,,,,,,,,,2028,10,7,2014
9271,,,,,,,,2026,,,7,9,2017
9923,,,,,,,,,,2028,3,7,2019
9542,,,,,,,,,2027,,2,5,2018
10527,,,,,,,2025,,,,25,11,2020
9833,,,,,,,,,,2028,10,4,2019
9922,,,,,,,,,,2028,14,5,2019
9492,,,,2022,,,,,,,10,4,2018
10046,,,,,,,,,2027,,6,11,2019
103,,,,,2023,,,,,,9,10,1996
9315,,,,,,,,2026,,,12,4,2017
11660,,,,,,,,,,2028,19,2,2024
11305,,,,,,,,,2027,,21,1,1974
11306,,,,,,,,,2027,,21,1,1974
983,,,,,2023,,,,,,29,6,1992
531,,,,2022,,,,,,,5,3,2003
49,,,,2022,,,,,,,29,1,1997
6953,,,,2022,,,,,,,9,10,1996
10119,,,,,,2024,,,,,28,11,2019
2985,,,,,,,,,2027,,20,4,1988
53,,,,2022,,,,,,,29,1,1997
2980,,,,,,,,,2027,,24,10,1984
2979,,,,,,,,,,2028,21,11,1984
529,,,,2022,,,,,,,12,9,2003
2977,,,,,,,,,,2028,24,10,1984
2986,,,,,,,,2026,,,16,5,2003
2987,,,,,,,,,,2028,6,4,1992
528,,,,2022,,,,,,,12,9,2003
8159,,,,,,,,,,2028,4,6,2015
9126,,,,,,,,2026,,,6,4,2017
8138,,,,2022,,,,,,,16,5,2013
3265,,,,,,,,,,2028,11,12,1997
8766,,,,,,,,,,2028,28,9,2016
10539,,,,,,,2025,,,,2,12,2020
5827,,,,,2023,,,,,,17,2,2010
5942,,,,,,2024,,,,,14,5,2010
4433,,,,,2023,,,,,,,,
6527,,,,,,2024,,,,,12,2,2011
8764,,,,,,,,,,2028,28,9,2016
10538,,,,,,,2025,,,,2,12,2020
7835,,,,,,,,,2027,,19,8,2014
6526,,,,,,2024,,,,,12,2,2011
8765,,,,,,,,,,2028,28,9,2016
9810,,,,,,,,,,2028,17,4,2019
5826,,,,,2023,,,,,,17,2,2010
6528,,,,,,2024,,,,,7,4,2011
10455,,,,,,,2025,,,,14,10,2020
5177,,,,,2023,,,,,,20,2,2008
7010,,,,2022,,,,,,,18,6,2012
10456,,,,,,,2025,,,,14,10,2020
6271,,,,,2023,,,,,,7,4,2011
7011,,,,2022,,,,,,,18,6,2012
10509,,,,,,,2025,,,,14,10,2020
6272,,,,,2023,,,,,,7,4,2011
6359,,,,,2023,,,,,,7,4,2011
6635,,,,2022,,,,,,,9,12,2011
9799,,,,,2023,,,,,,10,4,2019
6311,,,,,,,,,,2028,18,5,2011
8704,,,,,,,,,,2028,21,9,2016
6622,,,,,,,,2026,,,10,2,2012
6570,,,,,,,,2026,,,4,1,2012
6324,,,,,,2024,,,,,9,5,2011
6689,,,,,,,,,,2028,11,1,2012
9798,,,,,2023,,,,,,10,4,2019
6312,,,,,,,,,,2028,18,5,2011
8705,,,,,,,,,,2028,21,9,2016
6621,,,,,,,,2026,,,10,2,2012
6569,,,,,,,,2026,,,4,1,2012
6327,,,,,,2024,,,,,9,5,2011
6620,,,,,,,,2026,,,10,2,2012
11644,,,,,,,,,,2028,8,11,2023
10535,,,,,,,2025,,,,19,2,2020
11851,,,,,,,,,,2028,13,8,2024
8481,,,,,,,,,,2028,10,3,2016
8809,,,,,,2024,,,,,27,10,2016
7350,,,,,2023,,,,,,26,9,2012
10536,,,,,,,2025,,,,19,2,2020
8561,,,,,,2024,,,,,20,4,2016
11850,,,,,,,,,,2028,13,8,2024
8482,,,,,,,,,,2028,10,3,2016
8810,,,,,,2024,,,,,27,10,2016
11426,,,,,,,,,2027,,24,8,2023
6919,,,,,2023,,,,,,26,9,2012
6721,,,,,2023,,,,,,26,10,2011
10537,,,,,,,2025,,,,19,2,2020
8562,,,,,,2024,,,,,20,4,2016
8483,,,,,,,,,,2028,10,3,2016
8811,,,,,,2024,,,,,27,10,2016
11427,,,,,,,,,2027,,24,8,2023
10790,,,,,,,,2026,,,25,1,2022
6722,,,,,2023,,,,,,26,10,2011
6887,,,,,2023,,,,,,4,5,2012
9822,,,,,,,,,,2028,20,2,2019
11158,,,,,,,,2026,,,13,10,2022
10148,,,,,,2024,,,,,12,2,2020
9634,,,,,2023,,,,,,18,7,2018
9519,,,,2022,,,,,,,12,7,2018
9520,,,,2022,,,,,,,12,7,2018
6007,,,,,,,,,,2028,11,8,2010
5364,,,,,2023,,,,,,16,12,2008
7858,,,,,,,,,,2028,12,6,2013
6879,,,,,2023,,,,,,3,8,2012
5538,,,,,,2024,,,,,17,6,2009
8390,,,,,,2024,,,,,1,9,2015
9615,,,,,2023,,,,,,10,9,2018
9664,,,,,,,,,,2028,23,10,2018
6008,,,,,2023,,,,,,11,8,2010
8223,,,,,,,,,,2028,8,7,2015
5365,,,,,2023,,,,,,16,12,2008
9297,,,,,,,,2026,,,4,7,2017
7857,,,,,,,,,,2028,12,6,2013
6880,,,,,2023,,,,,,3,8,2012
11811,,,,,,,,,,2028,25,6,2024
5537,,,,,,2024,,,,,17,6,2009
8389,,,,,,2024,,,,,1,9,2015
8883,,,,,,,,,2027,,1,9,2016
9613,,,,,2023,,,,,,30,8,2018
9663,,,,,,,,,,2028,23,10,2018
5387,,,,,2023,,,,,,6,3,2009
9614,,,,,2023,,,,,,10,9,2018
7346,,,,,2023,,,,,,22,5,2013
8738,,,,,,2024,,,,,28,6,2016
7732,,,,,2023,,,,,,15,7,2014
6164,,,,,,2024,,,,,4,2,2011
8388,,,,,,2024,,,,,1,9,2015
9612,,,,,2023,,,,,,30,8,2018
7469,,,,,,,,,2027,,2,10,2013
10847,,,,,,,,,2027,,21,9,2021
7470,,,,,,,,,2027,,2,10,2013
10849,,,,,,,,,2027,,21,9,2021
7471,,,,,,,,,2027,,2,10,2013
7472,,,,,,,,,2027,,2,10,2013
10848,,,,,,,,,2027,,21,9,2021
7707,,,,,,,,,,2028,13,5,2014
11882,,,,,,,,,,2028,18,7,2024
7708,,,,,,,,,,2028,9,6,2014
8347,,,,,,,,,,2028,12,11,2013
8348,,,,,,,,,,2028,12,11,2013
8349,,,,,,,,,,2028,12,11,2013
8350,,,,,,,,,,2028,12,11,2013
8351,,,,,,,,,,2028,12,11,2013
9846,,,,,,,,,,2028,17,4,2019
9847,,,,,,,,,,2028,17,4,2019
9848,,,,,,,,,,2028,15,5,2019
4376,,,,,2023,,,,,,,,
4337,,,,,2023,,,,,,,,
10789,,,,,,,,2026,,,25,1,2022
7228,,,,,2023,,,,,,24,7,2013
10788,,,,,,,,2026,,,25,1,2022
9123,,,,,,,,,,2028,11,7,2017
9122,,,,,,,,,,2028,11,7,2017
9124,,,,,,,,,,2028,11,7,2017
1167,,,,,2023,,,,,,15,2,1972
4552,,,,,2023,,,,,,,,
2365,,,,,,,,2026,,,12,3,2002
11386,,,,,,,,,2027,,9,5,2023
2366,,,,,,,,2026,,,12,3,2002
11387,,,,,,,,,2027,,9,5,2023
5806,,,,,,2024,,,,,10,2,2010
5807,,,,,,2024,,,,,10,2,2010
5808,,,,,,2024,,,,,10,2,2010
9242,,,,,,,,2026,,,22,8,2017
10978,,,,,,,,2026,,,5,1,2022
9450,,,,,,,,,2027,,3,6,2018
9451,,,,,,,,,2027,,13,6,2018
9452,,,,,,,,,2027,,13,6,2018
9453,,,,,,,,,2027,,13,6,2018
9767,,,,,2023,,,,,,6,3,2019
10331,,,,,,2024,,,,,22,7,2020
10330,,,,,,2024,,,,,22,7,2020
4581,,,,,2023,,,,,,,,
11330,,,,,,,,,2027,,3,3,2023
4418,,,,,2023,,,,,,,,
4457,,,,,2023,,,,,,,,
9871,,,,,,,,,2027,,24,4,2019
4425,,,,,2023,,,,,,,,
9913,,,,,,,,,2027,,29,5,2019
4424,,,,,2023,,,,,,,,
4427,,,,,2023,,,,,,,,
4428,,,,,2023,,,,,,,,
11197,,,,,,,,,2027,,31,10,2022
11735,,,,,,,,,,2028,28,2,2024
11196,,,,,,,,,2027,,31,10,2022
11736,,,,,,,,,,2028,28,2,2024
11195,,,,,,,,,2027,,31,10,2022
11737,,,,,,,,,,2028,28,2,2024
1253,,,,,2023,,,,,,,,
1255,,,,,2023,,,,,,13,3,1996
8783,,,,,2023,,,,,,22,9,2016
9855,,,,,2023,,,,,,8,5,2019
5306,,,,2022,,,,,,,22,9,2008
7689,,,,,2023,,,,,,13,5,2014
5274,,,,,,,,,,2028,1,8,2008
7680,,,,,2023,,,,,,17,1,2014
8830,,,,,,,,,,2028,19,12,2016
5785,,,,,2023,,,,,,26,8,2009
6295,,,,,,,,,,2028,6,6,2011
8998,,,,,,,,2026,,,16,1,2017
7362,,,,,2023,,,,,,28,9,2012
9516,,,,2022,,,,,,,6,8,2018
7394,,,,2022,,,,,,,22,5,2013
11537,,,,,,,,,2027,,24,8,2023
9279,,,,,,,,,,2028,4,10,2017
6934,,,,,,,,,,2028,29,10,2012
5548,,,,,2023,,,,,,10,7,2009
6294,,,,,,,,,,2028,6,6,2011
8999,,,,,,,,2026,,,16,1,2017
7363,,,,,2023,,,,,,28,9,2012
9515,,,,2022,,,,,,,6,8,2018
7395,,,,2022,,,,,,,22,5,2013
11538,,,,,,,,,2027,,24,8,2023
9280,,,,,,,,,,2028,4,10,2017
6935,,,,,,,,,,2028,29,10,2012
5335,,,,,,,,,,2028,1,8,2008
5549,,,,,2023,,,,,,10,7,2009
8831,,,,,,,,,,2028,19,12,2016
5784,,,,,2023,,,,,,26,8,2009
9541,,,,,,,,,,2028,23,4,2018
8382,,,,,,,,,,2028,5,8,2015
8383,,,,,,,,,,2028,5,8,2015
8515,,,,,,2024,,,,,8,10,2015
8242,,,,,,,,,,2028,20,4,2015
10702,,,,,,,2025,,,,30,6,2021
8516,,,,,,2024,,,,,8,10,2015
8243,,,,,,,,,,2028,20,4,2015
10703,,,,,,,2025,,,,30,6,2021
8384,,,,,,,,,,2028,5,8,2015
8385,,,,,,,,,,2028,5,8,2015
8244,,,,,,,,,,2028,20,4,2015
10686,,,,,,,2025,,,,18,2,2021
8245,,,,,,,,,,2028,20,4,2015
7856,,,,,,,,,,2028,11,2,2014
11077,,,,,,,,2026,,,30,9,2022
7982,,,,,,,,,,2028,11,2,2014
10706,,,,,,,2025,,,,27,5,2021
11079,,,,,,,,2026,,,30,9,2022
7855,,,,,,,,,,2028,11,2,2014
8386,,,,,,,,,,2028,5,8,2015
8387,,,,,,,,,,2028,5,8,2015
11078,,,,,,,,2026,,,30,9,2022
3077,,,,,,,,2026,,,21,5,2003
7585,,,,,,,,2026,,,6,11,2013
8575,,,,,2023,,,,,,19,11,2015
10900,,,,,,,,2026,,,2,3,2022
2650,,,,,,,,2026,,,22,1,1997
10521,,,,,,,2025,,,,14,10,2020
5802,,,,,,2024,,,,,10,7,2009
5958,,,,2022,,,,,,,19,5,2010
11074,,,,,,,,2026,,,30,9,2022
2669,,,,,2023,,,,,,18,11,1998
9879,,,,,,,,,,2028,8,5,2019
5520,,,,,2023,,,,,,10,7,2009
5522,,,,,2023,,,,,,10,7,2009
4070,,,,,,,,2026,,,18,4,2007
10522,,,,,,,2025,,,,14,10,2020
4398,,,,,2023,,,,,,,,
5524,,,,,,,,,2027,,10,7,2009
5042,,,,2022,,,,,,,12,9,2006
11075,,,,,,,,2026,,,30,9,2022
4071,,,,,,,,2026,,,18,4,2007
10523,,,,,,,2025,,,,14,10,2020
4399,,,,,2023,,,,,,,,
5523,,,,,,,,,2027,,10,7,2009
5040,,,,2022,,,,,,,12,9,2006
11076,,,,,,,,2026,,,30,9,2022
8261,,,,,2023,,,,,,11,2,2015
8262,,,,,2023,,,,,,11,2,2015
8263,,,,,2023,,,,,,11,2,2015
8264,,,,,2023,,,,,,11,2,2015
10698,,,,,,,2025,,,,24,6,2021
11639,,,,,,,,,2027,,26,8,2016
9649,,,,,,,,,,2028,29,8,2018
11107,,,,,,,,2026,,,30,9,2022
7647,,,,,2023,,,,,,7,4,2014
11572,,,,,,,,,2027,,22,8,2023
9651,,,,,,,,,,2028,29,8,2018
10699,,,,,,,2025,,,,24,6,2021
11640,,,,,,,,,2027,,20,11,2023
9650,,,,,,,,,,2028,29,8,2018
11108,,,,,,,,2026,,,30,9,2022
7648,,,,,2023,,,,,,7,4,2014
11573,,,,,,,,,2027,,22,8,2023
9648,,,,,,,,,,2028,29,8,2018
11106,,,,,,,,2026,,,30,9,2022
10430,,,,,,2024,,,,,27,10,2020
9325,,,,,2023,,,,,,7,6,2016
9164,,,,,,,2025,,,,12,7,2017
9162,,,,,,,2025,,,,12,7,2017
9163,,,,,,,2025,,,,12,7,2017
6797,,,,,,,,2026,,,14,5,2012
6798,,,,,,,,2026,,,14,5,2012
6799,,,,,,,,2026,,,14,5,2012
6800,,,,,,,,2026,,,14,5,2012
8894,,,,,,,,2026,,,20,12,2016
8895,,,,,,,,2026,,,20,12,2016
8896,,,,,,,,2026,,,20,12,2016
8897,,,,,,,,2026,,,20,12,2016
10843,,,,,,,,2026,,,10,12,2021
10842,,,,,,,,2026,,,10,12,2021
10841,,,,,,,,2026,,,10,12,2021
10840,,,,,,,,2026,,,10,12,2021
10431,,,,,,,2025,,,,6,11,2020
10432,,,,,,,2025,,,,6,11,2020
10433,,,,,,,2025,,,,6,11,2020
10434,,,,,,,2025,,,,6,11,2020
11464,,,,,,,,,2027,,20,3,2023
2427,,,,,,,,2026,,,26,9,1994
9494,,,,,,,,,,2028,30,5,2018
4623,,,,,2023,,,,,,,,
4435,,,,,2023,,,,,,,,
4436,,,,,2023,,,,,,,,
10610,,,,,,,2025,,,,12,3,2021
4364,,,,,2023,,,,,,,,
10609,,,,,,,2025,,,,12,3,2021
10947,,,,,,,,2026,,,17,3,2022
8793,,,,,,,,,,2028,27,10,2016
11094,,,,,,,,2026,,,24,8,2022
4332,,,,,2023,,,,,,,,
2350,,,,2022,,,,,,,21,2,2003
8095,,,,,2023,,,,,,5,1,2015
11095,,,,,,,,2026,,,24,8,2022
4239,,,,,2023,,,,,,20,10,2004
8094,,,,,2023,,,,,,5,1,2015
10105,,,,,,2024,,,,,9,10,2019
8863,,,,,,2024,,,,,27,1,2016
570,,,,,,,,2026,,,14,3,2003
6850,,,,2022,,,,,,,6,7,2012
6995,,,,,,,,2026,,,10,10,2012
8587,,,,,,2024,,,,,11,1,2016
8864,,,,,,2024,,,,,27,1,2016
3909,,,,2022,,,,,,,21,9,2005
10844,,,,,,,,2026,,,6,7,2021
5416,,,,,2023,,,,,,9,2,2009
5417,,,,,2023,,,,,,9,2,2009
3376,,,,,,,,,,2028,,,
10023,,,,,,,,,,2028,17,7,2019
10919,,,,,,,,2026,,,25,1,2022
10022,,,,,,,,,,2028,17,7,2019
4401,,,,,2023,,,,,,,,
4565,,,,,2023,,,,,,,,
4566,,,,,2023,,,,,,,,
4242,,,,,2023,,,,,,6,8,1991
4243,,,,,2023,,,,,,,,
4404,,,,,2023,,,,,,,,
4406,,,,,2023,,,,,,,,
4516,,,,,2023,,,,,,,,
4517,,,,,2023,,,,,,,,
4519,,,,,2023,,,,,,,,
5275,,,,,,,,,,2028,1,8,2008
11060,,,,,,,,2026,,,24,8,2022
4262,,,,,2023,,,,,,18,12,2002
1857,,,,,,,,2026,,,18,6,2003
1531,REP,,2021,,,,,,,,14,2,2003
4464,,,,,2023,,,,,,,,
1672,,,,,,,,,,2028,10,11,2002
1256,,,,,2023,,,,,,13,3,1996
6389,,,,,,2024,,,,,1,6,2011
6895,,,,,,2024,,,,,2,8,2012
6606,,,,,,,,,,2028,4,5,2011
6001,,,,,2023,,,,,,31,3,2010
6884,,,,,2023,,,,,,8,8,2012
6538,,,,,,,,,,2028,21,12,2011
5223,,,,,2023,,,,,,17,10,2007
6003,,,,,,2024,,,,,5,8,2010
7488,,,,,,,,2026,,,17,7,2013
6885,,,,,2023,,,,,,8,8,2012
6607,,,,,,2024,,,,,26,10,2011
6608,,,,,,2024,,,,,26,10,2011
10319,,,,,,2024,,,,,14,5,2020
11615,,,,,,,,,,2028,2,10,2023
5464,,,,,,2024,,,,,27,2,2009
5336,,,,,,,,,,2028,14,9,2007
4355,,,,,2023,,,,,,,,
5968,,,,,2023,,,,,,26,5,2010
7371,,,,,,,,2026,,,29,10,2012
11023,,,,,,,,2026,,,3,6,2022
5289,,,,,,,,,2027,,15,10,2008
5368,,,,,,,,,,2028,16,4,2008
8377,,,,,,,,2026,,,20,8,2015
5672,,,,,,,,,,2028,2,10,2009
11024,,,,,,,,2026,,,3,6,2022
3180,,,,,2023,,,,,,7,7,1994
1248,,,,,,,,2026,,,2,5,2003
8753,,,,,,2024,,,,,17,5,2016
5823,,,,,2023,,,,,,13,1,2010
11785,,,,,,,,,,2028,5,4,2023
10811,,,,,,,,2026,,,9,11,2021
7027,,,,,,,,2026,,,29,10,2012
7223,,,,,2023,,,,,,17,7,2013
8469,,,,,2023,,,,,,2,9,2015
6258,,,,,,2024,,,,,18,3,2011
5155,,,,,,,,2026,,,20,2,2008
11786,,,,,,,,,,2028,22,6,2023
10812,,,,,,,,2026,,,9,11,2021
7609,,,,,2023,,,,,,5,3,2014
8470,,,,,2023,,,,,,30,9,2015
8754,,,,,,2024,,,,,17,5,2016
11787,,,,,,,,,,2028,22,6,2023
10813,,,,,,,,2026,,,9,11,2021
7224,,,,,2023,,,,,,17,7,2013
8471,,,,,2023,,,,,,2,9,2015
6358,,,,,,2024,,,,,20,6,2011
11784,,,,,,,,,,2028,22,6,2023
7225,,,,,2023,,,,,,17,7,2013
8468,,,,,2023,,,,,,30,9,2015
3047,,,,,,,,,,2028,28,8,1997
8556,,,,,,2024,,,,,4,1,2016
8823,,,,,,2024,,,,,21,4,2016
5877,,,,,2023,,,,,,31,3,2010
8300,,,,,,,,,,2028,5,3,2015
11674,,,,,,,,,,2028,20,11,2023
10593,,,,,,,2025,,,,29,1,2021
11098,,,,,,,,2026,,,15,9,2022
5088,,,,,2023,,,,,,,,
8828,,,,,,2024,,,,,,,
8824,,,,,,2024,,,,,21,4,2016
8299,,,,,,,,,,2028,5,3,2015
11673,,,,,,,,,,2028,20,11,2023
10594,,,,,,,2025,,,,29,1,2021
5089,,,,,2023,,,,,,,,
8827,,,,,,2024,,,,,26,8,2016
11097,,,,,,,,2026,,,15,9,2022
5248,,,,,2023,,,,,,2,5,2008
8829,,,,,,2024,,,,,26,8,2016
7791,,,,,2023,,,,,,11,12,2013
8342,,,,,2023,,,,,,13,8,2015
9499,,,,2022,,,,,,,10,5,2018
7790,,,,,2023,,,,,,11,12,2013
8343,,,,,2023,,,,,,13,8,2015
