id,atc,b_g,ingredients,code,registration_nb,name,dosage,presentation,form,route,agent,laboratory,country,price,pharmacist_margin,stratum,responsible_party_name,responsible_party_country,exch_date,subsidy_pct,url
3903,L04AA27,G,Fingolimod Hydrochloride - 0.5mg,12728,138825/1,FINFOLOMOD ARROW,0.5mg,28,Capsule,Oral,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,"18,171,683 L.L",19.35,D,Arrow Génériques,France,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/3903
1297,B06AC02,G,Icatibant - 30mg,12724,30821/1,FIRAZYR,30mg,1,Injectable solution,SC,Abela Frères S.A.L.,Vetter Pharma- Fertigung GmbH & Co KG,Germany,"46,336,640 L.L",10.71,E1,Shire Pharmaceuticals Ireland Limited,Ireland,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/1297
5301,R03AK07,G,"Formoterol fumarate dihydrate - 9mcg, Budesonide - 320mcg",12700,106123/1,FIXCORT,9/320mcg,60,"Capsule, inhalation",Respiratory,Medis Pharm Drugstore,Neutec Inhaler Ilac San. ve Tic AS,Turkey,"1,881,380 L.L",23.08,B,Celtis Ilac San. ve Tic AS,Turkey,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/5301
2574,H02AA02,G,Fludrocortisone acetate - 0.1mg,12721,179325/1,FLUDROCORTISONE ACETATE NOVUMGEN,0.1mg,30,Tablet,Oral,Sadco,Santa SA,Romania,"1,183,925 L.L",23.08,A2,Novumgen Limited,UK,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/2574
5306,R03AK08,G,"Formoterol fumarate dihydrate - , Beclometasone dipropionate -",12703,106423/1,FORBEFIX,6/100mcg,120doses,Inhalation aerosol,Respiratory,Medis Pharm Drugstore,Neutec Inhaler Ilac San. ve Tic AS,Turkey,"1,935,133 L.L",23.08,B,Neutec Inhaler Ilac San. ve Tic AS,Turkey,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/5306
209,A03FA07,B,Itopride Hydrochloride - 50mg,12694,130924/1,GANATON,50mg,30,Tablet,Oral,Mersaco,Katsuyama Pharmaceuticals KK,Japan,"357,462 L.L",23.08,A1,Abbott Laboratories GmbH,United Arab Emirates,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/209
210,A03FA07,B,Itopride Hydrochloride - 50mg,12695,73125/1,GANATON,50mg,100,Tablet,Oral,Mersaco,Katsuyama Pharmaceuticals KK,Japan,"1,119,421 L.L",23.08,A2,Abbott Laboratories GmbH,United Arab Emirates,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/210
595,A10BK03,G,Empagliflozin - 25mg,12708,119924/1,GLIANCE,25mg,30,Tablet,Oral,Pharmapro,Mediphar Laboratories,Lebanon,"1,740,596 L.L",23.08,B,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/595
600,A10BK03,G,Empagliflozin - 10mg,12709,119824/1,GLIANCE,10mg,30,Tablet,Oral,Pharmapro,Mediphar Laboratories,Lebanon,"1,740,596 L.L",23.08,B,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/600
2924,J01DH03,B,Ertapenem - 1g,12729,54126/1,INVANZ,1g,1,Injectable concentrated powder for solution,Infusion,Droguerie de l'Union,Fareva Mirabel,France,"3,203,721 L.L",23.08,B,Merck Sharp & Dohme BV,The Netherlands,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/2924
4189,M01AE03,G,Ketoprofen - 100mg/100ml,12714,54517/1,KETOPROFEN AGUETTANT,100mg/100ml,1,Injectable solution,Infusion,Pharmamed,Aguettant Mouvaux,France,"2,963,173 L.L",23.08,B,Aguettant,France,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4189
3562,L01EB09,B,Lazertinib - 80mg,12698,133325/1,LAZCLUZE,80mg,56,"Tablet, film coated",Oral,Mersaco,Janssen Cilag SpA,Italy,"585,843,356 L.L",2.44,E2,Janssen Cilag International NV,Belgium,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/3562
3563,L01EB09,B,Lazertinib - 240mg,12699,133225/1,LAZCLUZE,240mg,28,"Tablet, film coated",Oral,Mersaco,Janssen Cilag SpA,Italy,"610,948,739 L.L",2.44,E2,Janssen Cilag International NV,Belgium,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/3563
4699,N03AX14,G,Levetiracetam - 500mg,7372,97679/11,LEVE TAD,500mg,100,"Tablet, film coated",Oral,Pharmamedic S.A.R.L.,Wiewelhove GmbH,Germany,"2,872,060 L.L",23.08,B,Tad Pharma GmbH,Germany,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4699
4409,N01BB52,G,"Lidocaine - 2.5%, Prilocaine - 2.5%",12720,117524/1,LOCAN,5%,30g,Cream,Topical,Sadco,Dar Al Dawa Development & Investment Co Ltd,Jordan,"1,057,604 L.L",23.08,A2,Dar Al Dawa Development & Investment Co Ltd,Jordan,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4409
5393,R03DC53,G,"Montelukast (sodium) - 10mg, Desloratadine - 5mg",12715,25024/1,LORCLAST,5mg/10mg,30,"Tablet, film coated",Oral,New Larys Pharm SARL,Nobel Ilac San. Ve Tic AS,Turkey,"1,060,292 L.L",23.08,A2,Nobel Ilac San. Ve Tic AS,Turkey,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/5393
711,A12CC,B,"Pyridoxine HCl - 10mg, Magnesium lactate dihydrate - 100mg",11397,61922/1,MAGNEVIE B6,100mg/10mg,60,"Tablet, coated",Oral,Mersaco,Opella Healthcare Hungary Limited Liability Company (Opella Healthcare Hungary Ltd),Hungary,"1,131,515 L.L",23.08,A2,Opella Healthcare France SAS,France,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/711
265,A04AD05,G,Metopimazine - 7.5mg,12727,41826/1,METOPIMAZINE ARROW SANS SUCRE,7.5mg,60,"Tablet, orodispersible",Oral,Karout pharmacy,Macors,France,"1,779,247 L.L",23.08,B,Arrow Génériques,France,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/265
1386,C02KX54,B,"Macitentan - 10mg, Tadalafil - 40mg",12722,133125/1,OPSYNVI,10mg/40mg,30,"Tablet, film coated",Oral,Mersaco,Penn Pharmaceutical Services Ltd,UK,"248,046,776 L.L",2.44,E2,Janssen Cilag International NV,Belgium,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/1386
1387,C02KX54,B,"Macitentan - 10mg, Tadalafil - 20mg",12723,133025/1,OPSYNVI,10mg/20mg,30,"Tablet, film coated",Oral,Mersaco,Penn Pharmaceutical Services Ltd,UK,"240,822,183 L.L",2.44,E2,Janssen Cilag International NV,Belgium,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/1387
4325,M04AA03,G,Febuxostat - 80mg,12718,207025/1,OXUBAT 80,80mg,30,"Tablet, film coated",Oral,Benta Trading Co s.a.l.,"Manufactured by Genepharm SA, Greece for Benta SAL",Lebanon,"1,356,385 L.L",23.08,B,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4325
1985,C10AA08,G,Pitavastatin Calcium - 2mg,12716,24424/1,PRATIN,2mg,30,"Tablet, film coated",Oral,New Larys Pharm SARL,Nobel Ilac San. Ve Tic AS,Turkey,"873,498 L.L",23.08,A2,Nobel Ilac San. Ve Tic AS,Turkey,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/1985
1988,C10AA08,G,Pitavastatin Calcium - 4mg,12717,24524/1,PRATIN,4mg,30,"Tablet, film coated",Oral,New Larys Pharm SARL,Nobel Ilac San. Ve Tic AS,Turkey,"1,115,389 L.L",23.08,A2,Nobel Ilac San. Ve Tic AS,Turkey,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/1988
4385,N01AX10,G,Propofol - 1%,12713,72522/1,PROPOFOL KWALITY,20ml,1,Injectable emulsion,Infusion,Multipharm,Kwality Pharmaceuticals Limited,India,"169,324 L.L",23.08,A1,Humble Healthcare Limited,India,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4385
345,A07XA04,G,Racecadotril - 10mg,12725,138823/1,RACEDO,10mg,16,Granules for suspension,Oral,Pharmamedic S.A.R.L.,"Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Athena Drug Delivery Solutions private Ltd, India",Lebanon,"514,500 L.L",23.08,A1,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/345
5318,R03AL02,G,"Salbutamol - 100mcg/inhalation, Ipratropium bromide - 20mcg/inhalation",12702,107423/1,RESPITEC,20/100mcg,200doses,Inhalation aerosol,Respiratory,Medis Pharm Drugstore,Neutec Inhaler Ilac San. ve Tic AS,Turkey,"604,729 L.L",23.08,A1,Neutec Inhaler Ilac San. ve Tic AS,Turkey,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/5318
639,A11CC05,G,"Vitamin D3 - 10,000IU",12712,98225/1,SANTA D,"10,000IU",30,"Capsule, soft gelatin",Oral,Tamipharm,"Manufactured by ASOJ Soft Caps Pvt Ltd, Packed by UBSA Pharma Industries SARL",Lebanon,"935,570 L.L",23.08,A2,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/639
4370,N01AB08,G,Sevoflurane -,7976,186970/14,SOJOURN,,6 x 250ml,Inhalation,Respiratory,Major-Pharma Drugstore,Piramal Critical Care Inc,USA,"13,214,389 L.L",19.35,D,Piramal Critical Care Inc,USA,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4370
5632,S01ED01,G,Timolol - 0.5%,12726,145223/1,TIMOLOL BP 2019,0.5%,5ml,Drops,Ophtalmic,C. Catafago & Co,Egyptian International Pharmaceutical Industries Co (Eipico),Egypt,"349,399 L.L",23.08,A1,Egyptian International Pharmaceutical Industries Co (Eipico),Egypt,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/5632
5349,R03BB04,G,Tiotropium bromide - 18mcg,12701,74424/1,TIOFIX,18mcg,60doses,"Diskus, Inhalation powder",Respiratory,Medis Pharm Drugstore,Neutec Inhaler Ilac San. ve Tic AS,Turkey,"2,002,325 L.L",23.08,B,Neutec Ilac San. ve Tic AS,Turkey,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/5349
2295,G01AA10,G,Clindamycin (phosphate) - 2%,12730,90524/1,VAGICLIND,2%,20g,Cream,Vaginal,Macromed S.A.R.L.,SAJA Pharmaceuticals,Egypt,"788,836 L.L",23.08,A2,SAJA Pharmaceuticals,Egypt,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/2295
2317,G01AF15,G,Butoconazole Nitrate - 2%,12731,116924,VAGIZOLE,2%,15g + 3applicators,Cream,Vaginal,Macromed S.A.R.L.,SAJA Pharmaceuticals,Egypt,"862,747 L.L",23.08,A2,SAJA Pharmaceuticals,Egypt,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/2317
3296,J07BB01,B,"Influenza vaccine virus (inactivated, split) - 15mcg/4strains/0.5ml",12732,176025/1,"VAXIGRIPTETRA, VACCIN GRIPPAL QUADRIVALENT (INACTIVE A VIRION FRAGMENTE)",,1x0.5ml,Injectable suspension,IM/SC,Mersaco,Sanofi Winthrop Industrie,France,"970,254 L.L",23.08,A2,Sanofi Winthrop Industrie,France,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/3296
3878,L03AX03,B,Mycobacterium bovis (BCG) Danish Strain 1331 - 30mg,10638,58821/1,VESICULTURE,30mg/Vial,4,Injectable dry powder,Intravesical,Mersaco,AJ Vaccines A/S,Denmark,"16,638,263 L.L",19.35,D,AJ Vaccines A/S,Denmark,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/3878
4731,N03AX18,G,Lacosamide - 100mg,12690,116825/1,VISAMIT 100,100mg,60,"Tablet, film coated",Oral,Benta Trading Co s.a.l.,Benta SAL,Lebanon,"6,444,045 L.L",23.08,B,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4731
4735,N03AX18,G,Lacosamide - 150mg,12691,116925/1,VISAMIT 150,150mg,60,"Tablet, film coated",Oral,Benta Trading Co s.a.l.,Benta SAL,Lebanon,"9,666,276 L.L",21.26,C,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4735
4740,N03AX18,G,Lacosamide - 200mg,12692,117025/1,VISAMIT 200,200mg,60,"Tablet, film coated",Oral,Benta Trading Co s.a.l.,Benta SAL,Lebanon,"10,740,445 L.L",21.26,C,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4740
4726,N03AX18,G,Lacosamide - 50mg,12689,116725/1,VISAMIT 50,50mg,14,"Tablet, film coated",Oral,Benta Trading Co s.a.l.,Benta SAL,Lebanon,"751,272 L.L",23.08,A2,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/4726
5054,N06AX26,G,Vortioxetine - 10mg,12705,160625/1,VOREXIM,10mg,28,"Tablet, film coated",Oral,Medis Pharm Drugstore,"Manufactured by Santa Farma Ilac Sanayi AS, Turkey Packed by Chaoul Pharmaceuticals (Cha-pha) SAL",Lebanon,"2,685,125 L.L",23.08,B,Chaoul Pharmaceuticals (Cha-Pha) SAL,Lebanon,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/5054
5055,N06AX26,G,Vortioxetine - 20mg,12706,160725/1,VOREXIM,20mg,28,"Tablet, film coated",Oral,Medis Pharm Drugstore,"Manufactured by Santa Farma Ilac Sanayi AS, Turkey Packed by Chaoul Pharmaceuticals (Cha-pha) SAL",Lebanon,"5,191,072 L.L",23.08,B,Chaoul Pharmaceuticals (Cha-Pha) SAL,Lebanon,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/5055
821,B01AF01,G,Rivaroxaban - 2.5mg,12707,162425/1,XAVIRAN,2.5mg,60,"Tablet, film coated",Oral,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,"2,200,062 L.L",23.08,B,,,2026-09-03,,https://www.moph.gov.lb/en/Drugs/view/821
